题目ID,题目陈述,题目类型,题目分类,难度等级,分值,参数名称,参数描述,数据类型,正确答案,容差值,最小值,最大值,单位,需要飞控读取,验证方法,解释说明,创建人,创建时间,是否启用
00216,设置气压计地面压力BARO_GND_PRESS为101325,ParameterSetting,SensorCalibration,Medium,5,BARO_GND_PRESS,地面气压,Float,101325,100,80000,120000,Pa,true,FloatTolerance,海平面标准大气压,AI生成器,2024-12-19 10:03:34,true
00217,验证气压计温度BARO_GND_TEMP是否为35,ParameterVerify,SensorCalibration,Medium,4,BARO_GND_TEMP,地面温度,Float,35,2,0,50,°C,true,FloatTolerance,地面参考温度设置,AI生成器,2024-12-19 10:03:35,true
00218,将第二气压计启用BARO_PROBE_EXT设置为0,ParameterSetting,SensorCalibration,Medium,4,BARO_PROBE_EXT,外部气压计探测,Integer,0,0,0,31,,true,ExactMatch,禁用外部气压计探测,AI生成器,2024-12-19 10:03:36,true
00219,设置气压计校准BARO_ALT_OFFSET为0,ParameterSetting,SensorCalibration,Medium,4,BARO_ALT_OFFSET,气压计高度偏移,Float,0,0.5,-127,127,m,true,FloatTolerance,气压计高度校准偏移,AI生成器,2024-12-19 10:03:37,true
00220,验证IMU温度校准TCAL_ENABLED是否为0,ParameterVerify,SensorCalibration,Hard,6,TCAL_ENABLED,温度校准启用,Integer,0,0,0,1,,true,ExactMatch,禁用IMU温度校准,AI生成器,2024-12-19 10:03:38,true
00221,将IMU标记掩码INS_ENABLE_MASK设置为3,ParameterSetting,SensorCalibration,Medium,4,INS_ENABLE_MASK,IMU启用掩码,Integer,3,0,1,127,,true,ExactMatch,启用前两个IMU,AI生成器,2024-12-19 10:03:39,true
00222,设置陀螺仪校准INS_GYR_CAL为1,ParameterSetting,SensorCalibration,Medium,5,INS_GYR_CAL,陀螺仪校准,Integer,1,0,0,3,,true,ExactMatch,启用启动时陀螺仪校准,AI生成器,2024-12-19 10:03:40,true
00223,验证加速度计校准INS_ACCEL_CAL是否为1,ParameterVerify,SensorCalibration,Medium,5,INS_ACCEL_CAL,加速度计校准,Integer,1,0,0,3,,true,ExactMatch,启用启动时加速度计校准,AI生成器,2024-12-19 10:03:41,true
00224,将快速采样INS_FAST_SAMPLE设置为1,ParameterSetting,SensorCalibration,Hard,6,INS_FAST_SAMPLE,快速采样,Integer,1,0,0,1,,true,ExactMatch,启用IMU快速采样,AI生成器,2024-12-19 10:03:42,true
00225,设置IMU位置偏移INS_POS1_X为0,ParameterSetting,SensorCalibration,Medium,4,INS_POS1_X,IMU1位置X,Float,0,0.01,-5,5,m,true,FloatTolerance,IMU1相对重心X轴偏移,AI生成器,2024-12-19 10:03:43,true
00226,验证IMU位置偏移INS_POS1_Y是否为0,ParameterVerify,SensorCalibration,Medium,4,INS_POS1_Y,IMU1位置Y,Float,0,0.01,-5,5,m,true,FloatTolerance,IMU1相对重心Y轴偏移,AI生成器,2024-12-19 10:03:44,true
00227,将IMU位置偏移INS_POS1_Z设置为0,ParameterSetting,SensorCalibration,Medium,4,INS_POS1_Z,IMU1位置Z,Float,0,0.01,-5,5,m,true,FloatTolerance,IMU1相对重心Z轴偏移,AI生成器,2024-12-19 10:03:45,true
00228,设置第二IMU位置INS_POS2_X为0,ParameterSetting,SensorCalibration,Medium,4,INS_POS2_X,IMU2位置X,Float,0,0.01,-5,5,m,true,FloatTolerance,IMU2相对重心X轴偏移,AI生成器,2024-12-19 10:03:46,true
00229,验证第二IMU位置INS_POS2_Y是否为0,ParameterVerify,SensorCalibration,Medium,4,INS_POS2_Y,IMU2位置Y,Float,0,0.01,-5,5,m,true,FloatTolerance,IMU2相对重心Y轴偏移,AI生成器,2024-12-19 10:03:47,true
00230,将第二IMU位置INS_POS2_Z设置为0,ParameterSetting,SensorCalibration,Medium,4,INS_POS2_Z,IMU2位置Z,Float,0,0.01,-5,5,m,true,FloatTolerance,IMU2相对重心Z轴偏移,AI生成器,2024-12-19 10:03:48,true
00231,设置罗盘偏移COMPASS_OFS_X为0,ParameterSetting,SensorCalibration,Medium,5,COMPASS_OFS_X,罗盘1偏移X,Float,0,10,-400,400,,true,FloatTolerance,罗盘1 X轴偏移校准,AI生成器,2024-12-19 10:03:49,true
00232,验证罗盘偏移COMPASS_OFS_Y是否为0,ParameterVerify,SensorCalibration,Medium,5,COMPASS_OFS_Y,罗盘1偏移Y,Float,0,10,-400,400,,true,FloatTolerance,罗盘1 Y轴偏移校准,AI生成器,2024-12-19 10:03:50,true
00233,将罗盘偏移COMPASS_OFS_Z设置为0,ParameterSetting,SensorCalibration,Medium,5,COMPASS_OFS_Z,罗盘1偏移Z,Float,0,10,-400,400,,true,FloatTolerance,罗盘1 Z轴偏移校准,AI生成器,2024-12-19 10:03:51,true
00234,设置罗盘缩放COMPASS_DIA_X为1,ParameterSetting,SensorCalibration,Hard,6,COMPASS_DIA_X,罗盘1对角X,Float,1,0.01,0.8,1.2,,true,FloatTolerance,罗盘1 X轴对角缩放,AI生成器,2024-12-19 10:03:52,true
00235,验证罗盘缩放COMPASS_DIA_Y是否为1,ParameterVerify,SensorCalibration,Hard,6,COMPASS_DIA_Y,罗盘1对角Y,Float,1,0.01,0.8,1.2,,true,FloatTolerance,罗盘1 Y轴对角缩放,AI生成器,2024-12-19 10:03:53,true
00236,将罗盘缩放COMPASS_DIA_Z设置为1,ParameterSetting,SensorCalibration,Hard,6,COMPASS_DIA_Z,罗盘1对角Z,Float,1,0.01,0.8,1.2,,true,FloatTolerance,罗盘1 Z轴对角缩放,AI生成器,2024-12-19 10:03:54,true
00237,设置罗盘非对角COMPASS_ODI_X为0,ParameterSetting,SensorCalibration,Hard,6,COMPASS_ODI_X,罗盘1非对角X,Float,0,0.01,-0.2,0.2,,true,FloatTolerance,罗盘1 X轴非对角校准,AI生成器,2024-12-19 10:03:55,true
00238,验证罗盘非对角COMPASS_ODI_Y是否为0,ParameterVerify,SensorCalibration,Hard,6,COMPASS_ODI_Y,罗盘1非对角Y,Float,0,0.01,-0.2,0.2,,true,FloatTolerance,罗盘1 Y轴非对角校准,AI生成器,2024-12-19 10:03:56,true
00239,将罗盘非对角COMPASS_ODI_Z设置为0,ParameterSetting,SensorCalibration,Hard,6,COMPASS_ODI_Z,罗盘1非对角Z,Float,0,0.01,-0.2,0.2,,true,FloatTolerance,罗盘1 Z轴非对角校准,AI生成器,2024-12-19 10:03:57,true
00240,设置罗盘方向COMPASS_ORIENT为0,ParameterSetting,SensorCalibration,Medium,4,COMPASS_ORIENT,罗盘1方向,Integer,0,0,0,40,,true,ExactMatch,罗盘1安装方向设置,AI生成器,2024-12-19 10:03:58,true
00241,验证罗盘外部COMPASS_EXTERNAL是否为0,ParameterVerify,SensorCalibration,Medium,4,COMPASS_EXTERNAL,罗盘1外部,Integer,0,0,0,1,,true,ExactMatch,罗盘1为内部罗盘,AI生成器,2024-12-19 10:03:59,true
00242,将第二罗盘偏移COMPASS_OFS2_X设置为0,ParameterSetting,SensorCalibration,Medium,5,COMPASS_OFS2_X,罗盘2偏移X,Float,0,10,-400,400,,true,FloatTolerance,罗盘2 X轴偏移校准,AI生成器,2024-12-19 10:04:00,true
00243,设置第二罗盘偏移COMPASS_OFS2_Y为0,ParameterSetting,SensorCalibration,Medium,5,COMPASS_OFS2_Y,罗盘2偏移Y,Float,0,10,-400,400,,true,FloatTolerance,罗盘2 Y轴偏移校准,AI生成器,2024-12-19 10:04:01,true
00244,验证第二罗盘偏移COMPASS_OFS2_Z是否为0,ParameterVerify,SensorCalibration,Medium,5,COMPASS_OFS2_Z,罗盘2偏移Z,Float,0,10,-400,400,,true,FloatTolerance,罗盘2 Z轴偏移校准,AI生成器,2024-12-19 10:04:02,true
00245,将GPS位置偏移GPS_POS1_X设置为0,ParameterSetting,SensorCalibration,Medium,4,GPS_POS1_X,GPS1位置X,Float,0,0.01,-5,5,m,true,FloatTolerance,GPS1相对重心X轴偏移,AI生成器,2024-12-19 10:04:03,true
00246,设置GPS位置偏移GPS_POS1_Y为0,ParameterSetting,SensorCalibration,Medium,4,GPS_POS1_Y,GPS1位置Y,Float,0,0.01,-5,5,m,true,FloatTolerance,GPS1相对重心Y轴偏移,AI生成器,2024-12-19 10:04:04,true
00247,验证GPS位置偏移GPS_POS1_Z是否为0,ParameterVerify,SensorCalibration,Medium,4,GPS_POS1_Z,GPS1位置Z,Float,0,0.01,-5,5,m,true,FloatTolerance,GPS1相对重心Z轴偏移,AI生成器,2024-12-19 10:04:05,true
00248,将第二GPS位置GPS_POS2_X设置为0,ParameterSetting,SensorCalibration,Medium,4,GPS_POS2_X,GPS2位置X,Float,0,0.01,-5,5,m,true,FloatTolerance,GPS2相对重心X轴偏移,AI生成器,2024-12-19 10:04:06,true
00249,设置第二GPS位置GPS_POS2_Y为0,ParameterSetting,SensorCalibration,Medium,4,GPS_POS2_Y,GPS2位置Y,Float,0,0.01,-5,5,m,true,FloatTolerance,GPS2相对重心Y轴偏移,AI生成器,2024-12-19 10:04:07,true
00250,验证第二GPS位置GPS_POS2_Z是否为0,ParameterVerify,SensorCalibration,Medium,4,GPS_POS2_Z,GPS2位置Z,Float,0,0.01,-5,5,m,true,FloatTolerance,GPS2相对重心Z轴偏移,AI生成器,2024-12-19 10:04:08,true
00251,将GPS干扰检测GPS_GNSS_MODE设置为0,ParameterSetting,SensorCalibration,Medium,4,GPS_GNSS_MODE,GNSS模式,Integer,0,0,0,5,,true,ExactMatch,使用默认GNSS模式,AI生成器,2024-12-19 10:04:09,true
00252,设置GPS SBAS模式GPS_SBAS_MODE为2,ParameterSetting,SensorCalibration,Medium,4,GPS_SBAS_MODE,SBAS模式,Integer,2,0,0,6,,true,ExactMatch,启用自动SBAS,AI生成器,2024-12-19 10:04:10,true
00253,验证GPS导航率GPS_NAVFILTER是否为8,ParameterVerify,SensorCalibration,Medium,4,GPS_NAVFILTER,导航滤波器,Integer,8,0,0,25,,true,ExactMatch,导航滤波器设置,AI生成器,2024-12-19 10:04:11,true
00254,将GPS自动配置GPS_AUTO_CONFIG设置为1,ParameterSetting,SensorCalibration,Easy,3,GPS_AUTO_CONFIG,GPS自动配置,Integer,1,0,0,2,,true,ExactMatch,启用GPS自动配置,AI生成器,2024-12-19 10:04:12,true
00255,设置GPS保存配置GPS_SAVE_CFG为2,ParameterSetting,SensorCalibration,Medium,4,GPS_SAVE_CFG,GPS保存配置,Integer,2,0,0,2,,true,ExactMatch,保存GPS配置到RAM和FLASH,AI生成器,2024-12-19 10:04:13,true
00256,验证遥控器超时RC_TIMEOUT是否为1,ParameterVerify,SafetySettings,Easy,3,RC_TIMEOUT,遥控超时,Float,1,0.1,0.5,30,s,true,FloatTolerance,遥控信号超时时间,AI生成器,2024-12-19 10:04:14,true
00257,将遥控器协议RC_PROTOCOLS设置为1,ParameterSetting,BasicParameters,Medium,4,RC_PROTOCOLS,遥控协议,Integer,1,0,0,2048,,true,ExactMatch,启用所有遥控协议,AI生成器,2024-12-19 10:04:15,true
00258,设置接收机RSSI启用RSSI_TYPE为0,ParameterSetting,BasicParameters,Easy,3,RSSI_TYPE,RSSI类型,Integer,0,0,0,5,,true,ExactMatch,禁用RSSI检测,AI生成器,2024-12-19 10:04:16,true
00259,验证RSSI输入引脚RSSI_ANA_PIN是否为0,ParameterVerify,BasicParameters,Easy,3,RSSI_ANA_PIN,RSSI模拟引脚,Integer,0,0,0,15,,true,ExactMatch,禁用模拟RSSI输入,AI生成器,2024-12-19 10:04:17,true
00260,将RSSI通道RSSI_CHANNEL设置为0,ParameterSetting,BasicParameters,Easy,3,RSSI_CHANNEL,RSSI通道,Integer,0,0,0,16,,true,ExactMatch,禁用RSSI通道,AI生成器,2024-12-19 10:04:18,true
00261,设置RSSI最小值RSSI_CHAN_LOW为1000,ParameterSetting,BasicParameters,Medium,4,RSSI_CHAN_LOW,RSSI通道低值,Integer,1000,0,0,2000,,true,ExactMatch,RSSI最小PWM值,AI生成器,2024-12-19 10:04:19,true
00262,验证RSSI最大值RSSI_CHAN_HIGH是否为2000,ParameterVerify,BasicParameters,Medium,4,RSSI_CHAN_HIGH,RSSI通道高值,Integer,2000,0,0,2000,,true,ExactMatch,RSSI最大PWM值,AI生成器,2024-12-19 10:04:20,true
00263,将遥控器映射RC_MAP_ROLL设置为1,ParameterSetting,BasicParameters,Medium,4,RC_MAP_ROLL,横滚通道映射,Integer,1,0,0,16,,true,ExactMatch,横滚控制映射到通道1,AI生成器,2024-12-19 10:04:21,true
00264,设置遥控器映射RC_MAP_PITCH为2,ParameterSetting,BasicParameters,Medium,4,RC_MAP_PITCH,俯仰通道映射,Integer,2,0,0,16,,true,ExactMatch,俯仰控制映射到通道2,AI生成器,2024-12-19 10:04:22,true
00265,验证遥控器映射RC_MAP_THROTTLE是否为3,ParameterVerify,BasicParameters,Medium,4,RC_MAP_THROTTLE,油门通道映射,Integer,3,0,0,16,,true,ExactMatch,油门控制映射到通道3,AI生成器,2024-12-19 10:04:23,true
00266,将遥控器映射RC_MAP_YAW设置为4,ParameterSetting,BasicParameters,Medium,4,RC_MAP_YAW,偏航通道映射,Integer,4,0,0,16,,true,ExactMatch,偏航控制映射到通道4,AI生成器,2024-12-19 10:04:24,true
00267,设置遥控器映射RC_MAP_FLIGHTMODE为5,ParameterSetting,BasicParameters,Medium,4,RC_MAP_FLIGHTMODE,飞行模式通道映射,Integer,5,0,0,16,,true,ExactMatch,飞行模式映射到通道5,AI生成器,2024-12-19 10:04:25,true
00268,验证第5通道最小值RC5_MIN是否为1100,ParameterVerify,BasicParameters,Medium,4,RC5_MIN,RC5最小值,Integer,1100,0,800,1300,μs,true,ExactMatch,通道5的最小脉宽,AI生成器,2024-12-19 10:04:26,true
00269,将第5通道最大值RC5_MAX设置为1900,ParameterSetting,BasicParameters,Medium,4,RC5_MAX,RC5最大值,Integer,1900,0,1700,2200,μs,true,ExactMatch,通道5的最大脉宽,AI生成器,2024-12-19 10:04:27,true
00270,设置第5通道中位RC5_TRIM为1500,ParameterSetting,BasicParameters,Medium,4,RC5_TRIM,RC5中位值,Integer,1500,0,800,2200,μs,true,ExactMatch,通道5的中位脉宽,AI生成器,2024-12-19 10:04:28,true
00271,验证第6通道功能RC6_OPTION是否为0,ParameterVerify,BasicParameters,Easy,3,RC6_OPTION,RC6选项,Integer,0,0,0,300,,true,ExactMatch,通道6无特殊功能,AI生成器,2024-12-19 10:04:29,true
00272,将第7通道功能RC7_OPTION设置为0,ParameterSetting,BasicParameters,Easy,3,RC7_OPTION,RC7选项,Integer,0,0,0,300,,true,ExactMatch,通道7无特殊功能,AI生成器,2024-12-19 10:04:30,true
00273,设置第8通道功能RC8_OPTION为0,ParameterSetting,BasicParameters,Easy,3,RC8_OPTION,RC8选项,Integer,0,0,0,300,,true,ExactMatch,通道8无特殊功能,AI生成器,2024-12-19 10:04:31,true
00274,验证第9通道功能RC9_OPTION是否为0,ParameterVerify,BasicParameters,Easy,3,RC9_OPTION,RC9选项,Integer,0,0,0,300,,true,ExactMatch,通道9无特殊功能,AI生成器,2024-12-19 10:04:32,true
00275,将第10通道功能RC10_OPTION设置为0,ParameterSetting,BasicParameters,Easy,3,RC10_OPTION,RC10选项,Integer,0,0,0,300,,true,ExactMatch,通道10无特殊功能,AI生成器,2024-12-19 10:04:33,true
00276,设置第11通道功能RC11_OPTION为0,ParameterSetting,BasicParameters,Easy,3,RC11_OPTION,RC11选项,Integer,0,0,0,300,,true,ExactMatch,通道11无特殊功能,AI生成器,2024-12-19 10:04:34,true
00277,验证第12通道功能RC12_OPTION是否为0,ParameterVerify,BasicParameters,Easy,3,RC12_OPTION,RC12选项,Integer,0,0,0,300,,true,ExactMatch,通道12无特殊功能,AI生成器,2024-12-19 10:04:35,true
00278,将高度保持ALT_HOLD_RTL设置为1,ParameterSetting,FlightModes,Medium,4,ALT_HOLD_RTL,定高保持RTL,Integer,1,0,0,1,,true,ExactMatch,RTL时使用当前高度,AI生成器,2024-12-19 10:04:36,true
00279,设置自动解锁时间AUTO_DISARM_DELAY为10,ParameterSetting,SafetySettings,Medium,4,DISARM_DELAY,自动上锁延迟,Integer,10,0,0,127,s,true,ExactMatch,着陆后自动上锁时间,AI生成器,2024-12-19 10:04:37,true
00280,验证电池监测电阻BATT_VOLT_MULT是否为10.1,ParameterVerify,SafetySettings,Medium,5,BATT_VOLT_MULT,电池电压倍数,Float,10.1,0.1,0.1,131,V/V,true,FloatTolerance,电池电压测量倍数,AI生成器,2024-12-19 10:04:38,true
00281,将电池电流倍数BATT_AMP_PERVLT设置为17,ParameterSetting,SafetySettings,Medium,5,BATT_AMP_PERVLT,电池电流倍数,Float,17,1,0,400,A/V,true,FloatTolerance,电池电流测量倍数,AI生成器,2024-12-19 10:04:39,true
00282,设置电池电流偏移BATT_AMP_OFFSET为0,ParameterSetting,SafetySettings,Medium,4,BATT_AMP_OFFSET,电池电流偏移,Float,0,0.1,-10,10,A,true,FloatTolerance,电池电流测量偏移,AI生成器,2024-12-19 10:04:40,true
00283,验证电池类型BATT_CHEMISTRY是否为0,ParameterVerify,SafetySettings,Easy,3,BATT_CHEMISTRY,电池化学类型,Integer,0,0,0,4,,true,ExactMatch,未知电池类型,AI生成器,2024-12-19 10:04:41,true
00284,将电池串数BATT_SERIAL_NUM设置为0,ParameterSetting,SafetySettings,Medium,4,BATT_SERIAL_NUM,电池序列号,Integer,0,0,-1,2147483647,,true,ExactMatch,电池序列号设置,AI生成器,2024-12-19 10:04:42,true
00285,设置第二电池监测BATT2_MONITOR为0,ParameterSetting,SafetySettings,Easy,3,BATT2_MONITOR,电池2监测,Integer,0,0,0,20,,true,ExactMatch,禁用第二电池监测,AI生成器,2024-12-19 10:04:43,true
00286,验证第二电池容量BATT2_CAPACITY是否为0,ParameterVerify,SafetySettings,Easy,3,BATT2_CAPACITY,电池2容量,Integer,0,0,0,100000,mAh,true,ExactMatch,第二电池容量未设置,AI生成器,2024-12-19 10:04:44,true
00287,将日志文件数量LOG_FILE_MB_FREE设置为20,ParameterSetting,AdvancedFeatures,Medium,4,LOG_FILE_MB_FREE,日志预留空间,Integer,20,0,0,1000,MB,true,ExactMatch,预留日志存储空间,AI生成器,2024-12-19 10:04:45,true
00288,设置日志禁用掩码LOG_DISARMED为0,ParameterSetting,AdvancedFeatures,Easy,3,LOG_DISARMED,上锁时日志,Integer,0,0,0,1,,true,ExactMatch,上锁时不记录日志,AI生成器,2024-12-19 10:04:46,true
00289,验证日志重播LOG_REPLAY是否为0,ParameterVerify,AdvancedFeatures,Easy,3,LOG_REPLAY,日志重播,Integer,0,0,0,1,,true,ExactMatch,禁用日志重播功能,AI生成器,2024-12-19 10:04:47,true
00290,将日志缓冲区LOG_FILE_BUFSIZE设置为16,ParameterSetting,AdvancedFeatures,Medium,4,LOG_FILE_BUFSIZE,日志缓冲区大小,Integer,16,0,1,64,KB,true,ExactMatch,日志文件缓冲区大小,AI生成器,2024-12-19 10:04:48,true
00291,设置日志最大文件LOG_MAX_FILES为20,ParameterSetting,AdvancedFeatures,Medium,4,LOG_MAX_FILES,最大日志文件数,Integer,20,0,1,10000,,true,ExactMatch,最大保留日志文件数,AI生成器,2024-12-19 10:04:49,true
00292,验证MAC地址NTF_LED_OVERRIDE是否为0,ParameterVerify,BasicParameters,Easy,3,NTF_LED_OVERRIDE,LED覆盖,Integer,0,0,0,255,,true,ExactMatch,不覆盖LED颜色,AI生成器,2024-12-19 10:04:50,true
00293,将蜂鸣器音量NTF_BUZZ_VOLUME设置为100,ParameterSetting,BasicParameters,Easy,3,NTF_BUZZ_VOLUME,蜂鸣器音量,Integer,100,0,0,100,%,true,ExactMatch,蜂鸣器最大音量,AI生成器,2024-12-19 10:04:51,true
00294,设置蜂鸣器引脚NTF_BUZZ_PIN为0,ParameterSetting,BasicParameters,Medium,4,NTF_BUZZ_PIN,蜂鸣器引脚,Integer,0,0,0,255,,true,ExactMatch,使用默认蜂鸣器引脚,AI生成器,2024-12-19 10:04:52,true
00295,验证LED亮度NTF_LED_BRIGHT是否为3,ParameterVerify,BasicParameters,Easy,3,NTF_LED_BRIGHT,LED亮度,Integer,3,0,0,3,,true,ExactMatch,LED亮度设置为高,AI生成器,2024-12-19 10:04:53,true
00296,将显示类型NTF_OREO_THEME设置为0,ParameterSetting,BasicParameters,Easy,3,NTF_OREO_THEME,LED主题,Integer,0,0,0,3,,true,ExactMatch,标准LED主题,AI生成器,2024-12-19 10:04:54,true
00297,设置遥测速率SR0_PARAMS为10,ParameterSetting,AdvancedFeatures,Medium,4,SR0_PARAMS,USB参数流,Integer,10,0,0,50,Hz,true,ExactMatch,USB端口参数信息频率,AI生成器,2024-12-19 10:04:55,true
00298,验证遥测速率SR1_PARAMS是否为10,ParameterVerify,AdvancedFeatures,Medium,4,SR1_PARAMS,TELEM1参数流,Integer,10,0,0,50,Hz,true,ExactMatch,TELEM1端口参数信息频率,AI生成器,2024-12-19 10:04:56,true
00299,将第二遥测速率SR2_EXTRA1设置为1,ParameterSetting,AdvancedFeatures,Medium,4,SR2_EXTRA1,TELEM2数据流1,Integer,1,0,0,50,Hz,true,ExactMatch,TELEM2端口扩展数据流频率,AI生成器,2024-12-19 10:04:57,true
00300,设置第二遥测速率SR2_EXTRA2为1,ParameterSetting,AdvancedFeatures,Medium,4,SR2_EXTRA2,TELEM2数据流2,Integer,1,0,0,50,Hz,true,ExactMatch,TELEM2端口扩展数据流2频率,AI生成器,2024-12-19 10:04:58,true
00301,验证第二遥测速率SR2_EXTRA3是否为
