,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码,解析,,,,,,,,,,,
755,B-A-A-029,C（判断题）,,在起飞着陆系统的装配过程中，采用液压减震装置可以有效提高起降时的稳定性和安全性，特别是在高速着陆时。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
756,B-A-A-029,C（判断题）,,起落架的支撑结构设计应优先考虑轻便和减震效果，牺牲强度和刚性，以减少整体重量。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
757,B-A-A-030,B（单选题）,,在无人机滑跑起飞系统的装配中，为了确保滑跑过程中的稳定性，以下设计措施最为关键的是（）。,选择较长的滑跑道和高摩擦力的跑道材料,确保起落架的稳定性和强度，防止在滑跑过程中发生变形,配置较小的起落架，以减轻无人机重量,采用较薄的机身设计，以降低空气阻力,,,B,3（中）,5（好）,,,,,,,,,,,,
758,B-A-A-030,B（单选题）,,在无人机滑跑起飞系统的装配过程中，选择适当的电动推力系统时，应该考虑的因素是（）。,只考虑推力重量比，忽略推力输出的平稳性和持续性,使用可调推力的系统以便在飞行过程中动态调整,选择低功率的电动推力系统，以减少能量消耗,?提供足够的推力以克服无人机的起飞重量和气动阻力,,,D,3（中）,5（好）,,,,,,,,,,,,
759,B-A-A-030,B（单选题）,！！,为了保证无人机滑跑起飞的顺利进行，起落架与地面的接触角度对起飞稳定性的影响主要体现在（）。方面,确保起落架前轮与地面的接触角度适中，以确保平稳的起飞,起落架与地面接触角度对起飞无影响，关键是推力系统的输出,通过增大起落架接触角度来提高起飞速度,选择较低接触角度，以减少起飞时的空气阻力,,,A,3（中）,5（好）,,,,,,,,,,,,
760,B-A-A-030,B（单选题）,,在无人机滑跑起飞系统的装配中，为了应对高强度的滑跑过程，如何选择适合的轮胎材料（）。,选择较软的轮胎材料，以提供更好的摩擦力,使用高耐磨、抗高温的轮胎材料，以保证长时间滑跑的稳定性,使用轻质材料的轮胎，以减少无人机的总重量,采用较硬的轮胎材料，以减少轮胎的磨损,,,B,3（中）,5（好）,,,,,,,,,,,,
761,B-A-A-030,C（判断题）,,滑跑起飞时，起落架的接触角度对起飞过程没有影响，关键因素是推力系统的设计和控制。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
762,B-A-A-030,C（判断题）,,在无人机滑跑起飞过程中，推力系统的选择应优先考虑提供足够的持续推力，而非短时间的最大推力，以确保平稳起飞。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
763,B-A-A-031,B（单选题）,,无人机弹射起飞系统的安全装置主要作用是（）。,控制飞行速度和高度,防止无人机在弹射过程中突然失控或爆炸,提高无人机的稳定性和操控性,增加无人机的续航时间和载重能力,,,B,3（中）,5（好）,,,,,,,,,,,,
764,B-A-A-031,B（单选题）,,最适合制作无人机弹射起飞系统的支架是（）。,不锈钢,铝合金,塑料,钛合金,,,D,3（中）,5（好）,,,,,,,,,,,,
765,B-A-A-031,B（单选题）,,装配弹射起飞系统时，确保发射装置稳固的目的是（）。,.提高速度,减少振动,增加飞行时间,提高起飞效率,,,B,3（中）,5（好）,,,,,,,,,,,,
766,B-A-A-031,B（单选题）,,在装配无人机的弹射起飞系统时，确保弹射导轨安装角度正确至关重要。以下正确的做法是（）。, 弹射导轨应保持水平，以减少摩擦力,弹射导轨应根据无人机的设计要求调整适当的仰角，以确保最佳起飞轨迹,弹射导轨可以随意安装，因为其角度对起飞影响不大,弹射导轨应垂直于地面，以增加起飞速度,,,B,3（中）,5（好）,,,,,,,,,,,,
767,B-A-A-031,C（判断题）,,无人机弹射起飞系统的装配不需要考虑弹射架的结构强度。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
768,B-A-A-031,C（判断题）,1,无人机弹射起飞系统的装配方法涉及到使用锁紧机构将无人机锁紧在滑跑架上，以防止无人机在弹射过程中意外弹出。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
769,B-A-A-032,B（单选题）,,在无人机空中发射系统的装配过程中，为了确保发射过程中的平稳性，以下因素最为关键的是（）。,使用具有较大推力的发射装置以快速加速无人机,配置较重的无人机，以增加发射时的惯性,采用适合的弹性支撑结构，避免发射时的剧烈震动,使用气动设计较差的机翼，以降低空气阻力,,,C,3（中）,5（好）,,,,,,,,,,,,
770,B-A-A-032,B（单选题）,,在无人机空中发射系统中，可以确保发射后的飞行稳定性的是（）。,增加飞行器的起飞重量以提高飞行稳定性,设计适合的气动外形，减少气流不稳定对飞行的影响,配置较小的动力系统，以减少瞬时推力对飞行的影响,在飞行器上安装气动补偿装置，以自动调整姿态,,,B,3（中）,5（好）,,,,,,,,,,,,
771,B-A-A-032,B（单选题）,,在空中发射系统装配过程中，如何选择合适的发射平台以提高无人机的发射精度和成功率（）。,选择较为简单的发射平台，忽略对发射精度的精细调节,配置具有稳定支撑和控制功能的发射平台，确保无人机的初始飞行姿态,使用较小型的发射平台，以便进行快速移动和调整,只关注平台的重量和稳定性，忽略平台的精密调节功能,,,B,3（中）,5（好）,,,,,,,,,,,,
772,B-A-A-032,B（单选题）,,在空中发射系统的设计中，为了确保发射过程中无人机不发生意外倾斜或失控，以下设计方案最为有效的是（）。,在无人机上安装多个冗余传感器和控制系统，增加控制稳定性,配置具有智能稳定功能的发射装置，实时调整发射姿态,选择具有较高动力比的发射平台，确保发射过程中瞬时推力充足,?采用较为复杂的发射算法，快速调整无人机的飞行姿态,,,B,3（中）,5（好）,,,,,,,,,,,,
773,B-A-A-032,C（判断题）,,在无人机空中发射过程中，合理的发射平台设计对于无人机的初始飞行姿态至关重要，能够有效提高发射精度和成功率。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
774,B-A-A-032,C（判断题）,,为了确保无人机空中发射过程中的稳定性，应优先选择较轻的发射平台，并忽略对发射精度和控制功能的调节。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
775,B-A-A-033,B（单选题）,,常用于无人机滑跑着陆系统的是（）。,磁力制动器,液压制动器,齿轮制动器,刹车片制动器,,,B,3（中）,5（好）,,,,,,,,,,,,
776,B-A-A-033,B（单选题）,,无人机滑跑着陆系统的控制系统主要用于（）。,监控无人机的运行状态,控制无人机的姿态,控制无人机的速度,执行着陆程序,,,D,3（中）,5（好）,,,,,,,,,,,,
777,B-A-A-033,B（单选题）,,装配滑跑着陆系统时，需特别注意起落架设计的原因是（）。,提高速度,减少噪音,增加稳定性,提高起飞效率,,,C,3（中）,5（好）,,,,,,,,,,,,
778,B-A-A-033,B（单选题）,,滑跑着陆系统应安装在无人机的（）。,机翼下方,机身前端,机身底部,机身后端,,,C,3（中）,5（好）,,,,,,,,,,,,
779,B-A-A-033,C（判断题）,,无人机滑跑着陆系统的装配不需要考虑着陆场地的条件。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
780,B-A-A-033,C（判断题）,,滑跑着陆系统的安装应以尽量减小飞行器的重量为主，因此着陆轮的材料选择不需要过于关注强度。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
781,B-A-A-034,B（单选题）,,无人机在降落前需要进行的操作是（）。,关闭电源,启动摄像头,收起旋翼,打开降落伞,,,D,3（中）,5（好）,,,,,,,,,,,,
782,B-A-A-034,B（单选题）,,（）。可以用于无人机的精准定位（）。,GNSS模块,激光雷达,陀螺仪,距离传感器,,,A,3（中）,5（好）,,,,,,,,,,,,
783,B-A-A-034,B（单选题）,,伞降着陆系统主要用于（）。类型的无人机,多旋翼无人机,固定翼无人机,所有类型的无人机,无人直升机,,,B,3（中）,5（好）,,,,,,,,,,,,
784,B-A-A-034,B（单选题）,,装配伞降着陆系统时，要检查降落伞的完整性的原因是（）。,确保安全着陆,提高速度,增加飞行时间,提高起飞效率,,,A,3（中）,5（好）,,,,,,,,,,,,
785,B-A-A-034,C（判断题）,,无人机伞降着陆系统的装配不需要考虑伞降时的风向和风速。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
786,B-A-A-034,C（判断题）,1,人机伞降着陆系统的装配不需要特别注意伞降装备的可靠性。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
787,B-A-A-035,B（单选题）,,在无人机气垫着陆系统的装配过程中，以下设计是确保气垫稳定性和承载能力的关键的是（）。,配置多个独立气囊并设计冗余气动控制系统，以提高安全性,使用较轻的气垫材料，减少系统整体重量,采用较小尺寸的气垫设计，以提高气流效率,使用简单的气垫控制方式，以减少系统复杂度,,,A,3（中）,5（好）,,,,,,,,,,,,
788,B-A-A-035,B（单选题）,,在无人机气垫着陆系统的装配中，为了确保气垫的稳定性和适应性，如何选择合适的气流调节装置（）。,使用机械式气流调节装置，以提高精度和响应速度,配置电动阀门或气动调节器，精确控制气流的分布和压力,选择手动调节装置，降低成本并减少维护需求,采用无调节装置，依赖自然气流来调节气垫压力,,,B,3（中）,5（好）,,,,,,,,,,,,
789,B-A-A-035,B（单选题）,,在无人机气垫着陆系统中，为了确保气垫的压力均匀分布，防止局部压力过高导致着陆失败的措施有（）。,使用重型支撑框架，确保均匀的压力传递,增加气垫表面的摩擦力，以防气流不均,选择单一气囊设计，降低装配复杂性,采用气垫内压调节装置，保持气垫压力平衡,,,D,3（中）,5（好）,,,,,,,,,,,,
790,B-A-A-035,B（单选题）,,在装配无人机气垫着陆系统时，为了提高系统的响应速度，应该采取以下（）措施。,增加气垫的容积，以保证充气量充足,采用更为复杂的多层气垫设计，提高反应灵敏度,选择低摩擦表面材料，减少气垫与地面接触时的阻力,配置高效的气压传感器和快速反应的控制系统，优化气流调节,,,D,3（中）,5（好）,,,,,,,,,,,,
791,B-A-A-035,C（判断题）,,在无人机气垫着陆系统的装配中，采用多个独立气囊和冗余控制系统能有效提高着陆的安全性和系统的容错能力。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
792,B-A-A-035,C（判断题）,,气垫着陆系统在装配过程中，使用简单的气流调节装置而忽略精密控制会降低系统的稳定性和响应速度。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
793,B-A-A-036,B（单选题）,,在无人机阻拦网回收系统的装配中，为了确保回收过程中阻拦网的有效性，以下（）的设计至关重要。,?网格的尺寸和材质应确保能够承受无人机的最大着陆冲击力,网格应设计得尽可能大，以容纳多架无人机同时回收,选择较重的网格材质，以提高网格的稳定性,配置具有强大弹性的网格材料，以吸收着陆时的部分能量,,,A,3（中）,5（好）,,,,,,,,,,,,
794,B-A-A-036,B（单选题）,,在无人机阻拦网回收系统的装配过程中，为了确保网的张力适中，避免因过松或过紧导致系统失效，应该使用以下哪种方法（）。,使用手动调节装置调整网的张力,配置自动张力控制装置，实时监控和调节网的张力,选择刚性较大的网材质，忽略张力调节,使用较松的网材质，依靠空气流动自动调节张力,,,B,3（中）,5（好）,,,,,,,,,,,,
795,B-A-A-036,B（单选题）,,在无人机阻拦网回收系统中，以下（）可以确保阻拦网能在无人机接触的瞬间及时展开，并稳定住无人机。,配置重型的自动铺网系统，以确保网在空中能够快速铺开,使用较大的网格孔径，减少阻力，确保快速展开,使用弹簧装置辅助展开，减少动力消耗,通过设计快速释放装置和电动驱动装置，使网能够迅速展开,,,D,3（中）,5（好）,,,,,,,,,,,,
796,B-A-A-036,B（单选题）,,在无人机阻拦网回收系统装配中，以下措施可以提高阻拦网系统的耐久性和安全性的是（）。,选用低成本的合成纤维材料以减轻重量,设计网格具有适当的弹性，以吸收无人机的能量,采用较软的网格材料，减少与无人机的冲击力,使用单一材料制造网格，忽略不同材料的组合使用,,,B,3（中）,5（好）,,,,,,,,,,,,
797,B-A-A-036,C（判断题）,,无人机阻拦网回收系统中，配置自动张力控制装置可以有效地保证网的张力适中，从而提高回收成功率。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
798,B-A-A-036,C（判断题）,,在无人机阻拦网回收系统中，较大的网格孔径设计有助于增加回收成功率，减少阻力并保证网的展开速度。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
799,B-A-B-001,B（单选题）,,在填写无人机动力系统装配报告单时，关于电动机参数的填写，以下最为关键的是（）。,电动机的额定功率和效率，以确保动力系统的持续运行,电动机的电压和电流类型，以确保与电池系统的匹配,电动机的外观尺寸和重量，以便于装配空间的规划,电动机的品牌和型号，以便于采购,,,B,3（中）,5（好）,,,,,,,,,,,,
800,B-A-B-001,B（单选题）,,在填写无人机动力系统装配报告单时，下列正确描述动力系统的可靠性测试结果的是（）。,只列出测试的基本步骤，无需详细数据,只描述测试是否成功，不必提供其他数据,提供测试的具体参数、环境条件及测试时间，确保信息的可追溯性,仅报告设备是否能够正常启动，忽略长期运行数据,,,C,3（中）,5（好）,,,,,,,,,,,,
801,B-A-B-001,B（单选题）,,在无人机动力系统装配报告单中，关于燃料系统的填写，应该特别注意的内容是（）。,燃料类型、容量和压力范围，以及与动力系统的兼容性,燃料的品牌和生产商信息，以便于维护,燃料系统的重量，以便于计算总重量,燃料的储存位置和运输方式，以确保安全性,,,A,2（易）,5（好）,,,,,,,,,,,,
802,B-A-B-001,B（单选题）,,在填写无人机动力系统装配报告单时，下列（）确保装配过程中的每个步骤都被准确记录。,只记录装配后的最终结果，无需详细记录过程中的每一步,只记录关键步骤，以减少报告内容,详细列出每个装配步骤的具体操作、所用工具及测试结果，确保完整性,记录装配的开始和结束时间，无需细节信息,,,C,3（中）,5（好）,,,,,,,,,,,,
803,B-A-B-001,C（判断题）,,在填写无人机动力系统装配报告单时，必须记录所有动力系统部件的校准情况，以确保装配精度和系统性能。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
804,B-A-B-001,C（判断题）,,装配报告单中对于电池和电动机的匹配要求不需要过于精确，只要系统能够正常启动即可。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
805,B-A-B-002,B（单选题）,,在填写无人机飞行控制与导航系统装配报告单时，关于飞行控制器的参数填写，以下最为重要的是（）。,飞行控制器的制造商和型号，以便于后期维护,飞行控制器的重量，以便于计算无人机的整体负载,控制器的工作频率和响应速度，以确保系统的实时控制性能,飞行控制器的外观和尺寸，以确保与机身的适配,,,C,3（中）,5（好）,,,,,,,,,,,,
806,B-A-B-002,B（单选题）,,在无人机飞行控制与导航系统装配报告单中，关于导航系统的精度要求，以下描述正确的是（）。,仅需描述导航系统的最大偏差范围，不需要提供测试数据,?只描述系统是否能够正常工作，无需详细的精度信息,只记录导航系统的工作频段，无需考虑精度要求,提供导航系统的精度误差（如GPS精度）和在不同环境下的表现数据,,,D,3（中）,5（好）,,,,,,,,,,,,
807,B-A-B-002,B（单选题）,,在无人机飞行控制与导航系统装配报告单填写过程中，下列（）记录系统的冗余设计以确保飞行安全。,仅简要描述冗余系统的存在，无需详细列出每个冗余组件,不需要记录冗余系统，只有主控制系统足够可靠即可,只记录冗余系统的启用条件，无需其他细节,记录冗余系统的设计方案、组件选型以及测试结果，确保系统可靠性,,,D,2（易）,5（好）,,,,,,,,,,,,
808,B-A-B-002,B（单选题）,,在填写无人机飞行控制与导航系统装配报告单时，关于传感器的选择和安装，以下（）信息是必须详细记录的。,?传感器的类型、型号、安装位置、传感器的标定和测试结果,传感器的重量和外观,传感器的生产厂家和安装日期,只记录传感器的工作电压和功耗,,,A,3（中）,5（好）,,,,,,,,,,,,
809,B-A-B-002,C（判断题）,,在填写无人机飞行控制与导航系统装配报告单时，冗余设计的细节记录和测试结果对系统的安全性至关重要，因此必须详细记录。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
810,B-A-B-002,C（判断题）,,在飞行控制与导航系统装配报告单中，记录导航系统的精度误差并非必须项，只需保证系统能正常工作即可。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
811,B-A-B-003,B（单选题）,,在通信系统装配报告单中，记录所有组件的型号和序列号的主要目的是（）。, 为了方便后续维护和故障排查,确保所有组件都在保修期内,计算系统的总成本,满足客户对详细报告的要求,,,A,3（中）,5（好）,,,,,,,,,,,,
812,B-A-B-003,B（单选题）,,在无人机通信系统装配报告单中，关于通信协议的选择与配置，最重要的考虑因素是（）。,选择传输速度较高的协议，忽略其他性能要求,只关注协议的成本和是否普及,选择兼容的协议，以确保与飞行控制系统的匹配,优先选择无线通信协议，忽略有线通信选项,,,C,2（易）,5（好）,,,,,,,,,,,,
813,B-A-B-003,B（单选题）,,在填写通信系统装配报告单时，以下（）是必须首先记录的信息。,装配过程中遇到的具体问题,所有组件的型号和序列号,最终测试结果, 安装人员的姓名和日期,,,D,2（易）,5（好）,,,,,,,,,,,,
814,B-A-B-003,B（单选题）,,在无人机通信系统装配报告单中，关于通信信号强度的测试结果应该包括（）信息。,只需记录信号强度的最大值,仅记录飞行过程中信号强度的波动范围,提供信号强度的测试条件、测试设备、测试数据和在不同飞行阶段的表现,只记录接收端的信号强度，无需关注发射端,,,C,2（易）,5（好）,,,,,,,,,,,,
815,B-A-B-003,C（判断题）,,通信系统装配报告单中，记录通信频率的带宽、频率范围以及与其他设备的兼容性不必要，只需关注通信设备的型号即可。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
816,B-A-B-003,C（判断题）,,在无人机通信系统装配报告单中，冗余设计方案的详细记录和测试是确保通信系统可靠性的关键，因此必须包含完整的冗余设备信息。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
817,B-A-B-004,B（单选题）,,在无人机起飞着陆系统装配报告单中，关于起飞装置的安装，以下（）最为重要。,记录起飞装置的重量，以确保不影响整体飞行性能,确保详细描述起飞装置的功率需求、工作频率及与飞行控制系统的兼容性,只记录起飞装置的外观和尺寸，确保适配无人机,描述起飞装置的启动时间和响应速度，不必关注其他参数,,,B,3（中）,5（好）,,,,,,,,,,,,
818,B-A-B-004,B（单选题）,,在无人机起飞着陆系统装配报告单填写过程中，关于着陆装置的冗余设计，应该包括以下（）内容。,只需记录冗余着陆装置的安装位置，不必提供其他信息,记录冗余着陆装置的类型、位置、启动条件及是否经过测试,只记录冗余装置的功耗和工作状态,冗余设计不需要特别记录，可以忽略,,,B,3（中）,5（好）,,,,,,,,,,,,
819,B-A-B-004,B（单选题）,,在无人机起飞着陆系统装配报告单中，如何确保着陆系统的适应性和稳定性（）。,仅记录着陆系统的设计尺寸和重量,只需确认着陆装置是否能够在平坦地面上正常工作,记录着陆系统的工作原理、设计标准以及测试数据，确保适应各种环境条件,只记录着陆系统的控制方式，忽略其他设计参数,,,C,3（中）,5（好）,,,,,,,,,,,,
820,B-A-B-004,B（单选题）,,在无人机起飞着陆系统装配报告单中，关于着陆测试的记录，应该包括（）信息。,提供着陆测试的条件、设备、测试结果以及在不同负载下的表现数据,只记录着陆测试的通过与否，不需要其他测试数据,仅记录测试过程中的时间和位置,只记录测试过程中无人机的起降速度,,,B,3（中）,5（好）,,,,,,,,,,,,
821,B-A-B-004,C（判断题）,,在无人机起飞着陆系统装配报告单中，冗余设计的详细记录是确保系统可靠性和安全性的关键，必须包括冗余装置的功能、切换条件及其测试结果。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
822,B-A-B-004,C（判断题）,1,在填写无人机起飞着陆系统装配报告单时，着陆系统的适应性和稳定性测试无关紧要，报告中不需要提供详细的测试数据。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
823,B-B-A-001,B（单选题）,,在电机转向调试中，通常采用（）来改变电机转向。,改变电源相序,调整电枢绕组电流方向,更换电机轴承,调整励磁绕组电压,,,A,3（中）,5（好）,,,,,,,,,,,,
824,B-B-A-001,B（单选题）,,在电机转速调试中，一般通过调整（）来改变电机转速。,电源电压,电枢绕组电阻,励磁绕组电压,电机负载大小,,,C,3（中）,4（较好）,,,,,,,,,,,,
825,B-B-A-001,B（单选题）,,在调整电机转速时，下列需要注意的是（）。, 仅确认电调（ESC）的固件版本是否最新, 仅检查电池电压是否足够高,确认电调与飞行控制器之间的通信正常，并检查电池电压和电机温度,只需关注电机的旋转方向是否正确,,,C,3（中）,5（好）,,,,,,,,,,,,
826,B-B-A-001,B（单选题）,,在调试多旋翼无人机的电机转向时，首先应该做的是（）。,调整飞行控制器中的电机旋转方向设置,确认电机与电调（ESC）之间的连接是否牢固且正确,检查电池电压是否足够高, 使用遥控器进行简单的起飞测试,,,B,3（中）,5（好）,,,,,,,,,,,,
827,B-B-A-001,C（判断题）,,电机转向和转速的调试需要使用专业的测试仪器进行测量。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
828,B-B-A-001,C（判断题）,,电机转向和转速的调试需要根据实际需求进行调整。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
829,B-B-A-002,B（单选题）,,在进行电机转速调试时，首先应确保的是（）。,飞行控制器中的PID参数已调至最优,电机与电调（ESC）之间的连接牢固且正确,电池电压是否足够高以驱动电机,使用遥控器进行简单的起飞测试,,,B,3（中）,5（好）,,,,,,,,,,,,
830,B-B-A-002,B（单选题）,,在电子调速器软件调校中，提高稳定性表现的是（）。,增加转速设定值,减小转速设定值,增大反馈增益,减小反馈增益,,,D,3（中）,5（好）,,,,,,,,,,,,
831,B-B-A-002,B（单选题）,,调整电机的转速响应特性，在排除硬件故障的前提下，应优先考虑以下（）。,更换更高功率的电机,调整电调（ESC）的输入电压,调整飞行控制器中的PID参数,增加螺旋桨的直径,,,C,3（中）,5（好）,,,,,,,,,,,,
832,B-B-A-002,B（单选题）,,在进行电子调速器软件调校时，要进行电机刹车设置的目的是（）。,提高速度,增加扭矩,防止电机自转,改变电机颜色,,,C,3（中）,5（好）,,,,,,,,,,,,
833,B-B-A-002,C（判断题）,,电子调速器软件调校可以通过修改硬件参数来实现。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
834,B-B-A-002,C（判断题）,,在调试电子调速器时，应增加起始功率以加速电机启动并减少启动时延来调整“起始功率”以优化电机启动过程。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
835,B-B-A-003,B（单选题）,,（）。可以用来检查电机与电调是否匹配,测试电压,测试电流,测试电阻,测试频率,,,B,3（中）,5（好）,,,,,,,,,,,,
836,B-B-A-003,B（单选题）,,电机与电调的联调通常需要考虑（）。,电机类型、功率和转速,电调品牌、型号和参数,电源电压和电流,其他设备的干扰,,,A,3（中）,5（好）,,,,,,,,,,,,
837,B-B-A-003,B（单选题）,,联调过程中，应用（）。检查电机的旋转方向,直接起飞测试,观察电机外观,使用遥控器点动测试,测量电机电阻,,,C,3（中）,5（好）,,,,,,,,,,,,
838,B-B-A-003,B（单选题）,,联调过程中，对设置电机的启动延迟的目的是（）。,减少噪音,防止电机自锁,提高效率,增加扭矩,,,B,2（易）,5（好）,,,,,,,,,,,,
839,B-B-A-003,C（判断题）,,电机与电调的联调需要先进行电机的单独测试。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
840,B-B-A-003,C（判断题）,,电机与电调的联调需要根据实际需求进行参数设置和调整。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
841,B-B-A-004,B（单选题）,,在固定桨距螺旋桨动平衡调试过程中，（）。是必不可少的,整桨叶角度,量桨叶质量,整桨叶位置,行水下试验,,,B,3（中）,5（好）,,,,,,,,,,,,
842,B-B-A-004,B（单选题）,,（）。可以用于固定桨距螺旋桨的动平衡调试,风扇,轮机,子天平,动测试仪,,,C,3（中）,5（好）,,,,,,,,,,,,
843,B-B-A-004,B（单选题）,,固定桨距螺旋桨的动平衡调试的目的是（）。,提高飞行稳定性,增加螺旋桨长度,改变螺旋桨颜色,减少螺旋桨重量,,,A,3（中）,5（好）,,,,,,,,,,,,
844,B-B-A-004,B（单选题）,,动平衡调试时，如果发现螺旋桨旋转时出现偏重，应该（）。,增加配重,减少螺旋桨叶片数量,调整螺旋桨角度,更换螺旋桨,,,A,2（易）,5（好）,,,,,,,,,,,,
845,B-B-A-004,C（判断题）,,固定桨距螺旋桨的动平衡调试需要使用专业的测试仪器进行测量。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
846,B-B-A-004,C（判断题）,,固定桨距螺旋桨的动平衡调试只需要按照说明书操作即可。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
847,B-B-A-005,B（单选题）,,固定桨距螺旋桨静平衡调试时，需要在（）。安装平衡块,转子中心,桨叶前端,桨叶后端,桨叶两侧,,,A,3（中）,5（好）,,,,,,,,,,,,
848,B-B-A-005,B（单选题）,,固定桨距螺旋桨静平衡调试时，应该（）。确定平衡块的数量和大小,根据经验选择,根据转速测量结果选择,根据桨叶重量选择,根据桨叶长度选择,,,B,3（中）,5（好）,,,,,,,,,,,,
849,B-B-A-005,B（单选题）,,静平衡调试时，用（）。判断螺旋桨是否存在不平衡,观察螺旋桨外观,听电机声音,使用平衡仪检测,测量螺旋桨重量,,,C,2（易）,5（好）,,,,,,,,,,,,
850,B-B-A-005,B（单选题）,,固定桨距螺旋桨的静平衡调试的目的是（）。,提高飞行速度,增加螺旋桨直径,改变螺旋桨颜色,提高飞行稳定性,,,D,3（中）,5（好）,,,,,,,,,,,,
851,B-B-A-005,C（判断题）,,固定桨距螺旋桨的静平衡调试需要使用专业的测试仪器进行测量。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
852,B-B-A-005,C（判断题）,,定桨距螺旋桨的静平衡调试不需要根据实际需求进行调整。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
853,B-B-A-006,B（单选题）,,无人机电源管理模块调试中，电池电压测量应该使用的仪器是（）。,万用表,频率计,示波器,网络分析仪,,,A,3（中）,5（好）,,,,,,,,,,,,
854,B-B-A-006,B（单选题）,,在调试无人机电源管理模块的过温保护功能时，应该使用的设备是（）。,热像仪,频谱分析仪,网络分析仪,信号发生器,,,A,3（中）,5（好）,,,,,,,,,,,,
855,B-B-A-006,B（单选题）,,无人机PMU的主要功能不包括（）。,监测电池电压和电流,提供稳定的电源输出,调节无人机的飞行速度,保护电源系统免受过压和过流,,,C,3（中）,5（好）,,,,,,,,,,,,
856,B-B-A-006,B（单选题）,,如果无人机PMU的输出电压不稳定，可能的原因不包括（）。,电源输入不稳定,PMU内部稳压器故障,无人机的负载过重,无人机的外壳颜色,,,D,3（中）,5（好）,,,,,,,,,,,,
857,B-B-A-006,C（判断题）,,在调试电源管理模块时，可以使用数字万用表来测量电流。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
858,B-B-A-006,C（判断题）,,当电源管理模块出现故障时，应立即断开所有连接，直接更换模块以解决问题。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
859,B-B-B-001,B（单选题）,,在多旋翼无人机飞行控制系统调试软件中，（）。不是必需的参数设置,电机转速,电池电压,GNSS信号强度,飞行器重量,,,C,3（中）,5（好）,,,,,,,,,,,,
860,B-B-B-001,B（单选题）,,在多旋翼无人机的飞行控制系统调试中，常用的软件工具之一是MissionPlanner，它主要用于配置哪些参数（）。,电池电压、飞行时间与电流传感器配置,飞行模式切换、飞行控制参数、遥控器配置,飞行姿态、稳定性与动力系统调校,飞行路径规划与图像识别系统,,,B,3（中）,5（好）,,,,,,,,,,,,
861,B-B-B-001,B（单选题）,,旋翼无人机飞行控制系统调试软件的主要功能是（）。,改变无人机颜色,设计无人机外形,配置飞行控制参数,增加无人机重量,,,C,2（易）,5（好）,,,,,,,,,,,,
862,B-B-B-001,B（单选题）,,在调试飞行控制系统时，PID控制器的作用是（）。,增强无人机的图像处理能力,实现姿态稳定与飞行轨迹的精确控制,自动避障与安全着陆,优化飞行器的能源消耗,,,B,2（易）,5（好）,,,,,,,,,,,,
