,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码
,B-A-A-001,C（判断题）,,装配场地内需要配备急救箱。（）,正确,错误,,,,,A,3（中）,5（好）
,B-A-A-002,B（单选题）,,在无人机装配中，使用游标卡尺测量无人机螺旋桨轴的直径时，应将游标卡尺的测量爪（  ）。,垂直于轴的轴线方向轻轻卡住,平行于轴的轴线方向轻轻卡住,斜向 45 度卡住轴，以适应轴的表面弧度,用力按压使测量爪贴合轴，再读数,,,A,3（中）,5（好）
,B-A-A-002,B（单选题）,,在使用游标卡尺测量无人机零件时，关于放置位置，零件应（  ）。,放置在主尺和游标之间,放置在主尺和副尺之间,放置在游标和副尺之间,放置在主尺和刻度之间,,,A,3（中）,5（好）
,B-A-A-002,B（单选题）,,在装配无人机时，使用游标卡尺测量螺栓长度，为了确保准确性，需要（）。,快速读取,测量多次取平均值,确保螺栓清洁无油污,直接测量,,,C,2（易）,5（好）
,B-A-A-002,B（单选题）,,测量无人机电机轴径时，游标卡尺的（）应接触电机轴。,内测量爪,外测量爪,深度尺,钩子,,,B,2（易）,5（好）
,B-A-A-002,C（判断题）,,游标卡尺的读数方法是将主尺的整数部分与游标的刻度相加。（）,正确,错误,,,,,A,3（中）,5（好）
,B-A-A-002,C（判断题）,,读取游标卡尺数据时，视线应垂直于刻度面。（）,正确,错误,,,,,A,2（易）,5（好）
,B-A-A-003,B（单选题）,,在无人机装配中，测量电控系统的电压，已知其电压为22.2V，万用表应选择的量程是（）。,20V,50V,200V,500V,,,B,3（中）,5（好）
,B-A-A-003,B（单选题）,,在测量电流时，万用表显示的单位是（）。,V（伏特）,A（安培）,Ω（欧姆）,W（瓦特）,,,B,3（中）,4（较好）
,B-A-A-003,B（单选题）,,在无人机装配中，使用万用表测量电压时，应先将旋钮调（）。,电阻档,电流档,交流电压档,直流电压档,,,D,2（易）,5（好）
,B-A-A-003,B（单选题）,,在无人机装配中，若要判断无人机电路板上某条导线是否导通，应使用万用表的（  ）功能。,电压测量,电流测量,电阻测量,电容测量,,,C,2（易）,5（好）
,B-A-A-003,C（判断题）,,万用表可以用于检测无人机的各种电气参数。（）,正确,错误,,,,,A,3（中）,5（好）
,B-A-A-003,C（判断题）,,在测量无人机电池电压时，万用表应置于交流档。（）,正确,错误,,,,,B,2（易）,5（好）
,B-A-A-004,B（单选题）,,在无人机装配过程中，钳类工具主要用于（）操作。,精确测量部件尺寸,切割和弯曲导线,高速旋转安装螺丝,焊接电路元件,,,B,3（中）,4（较好）
,B-A-A-004,B（单选题）,,（）最适合用于无人机电路中细小导线的剥皮操作。,钢丝钳,剥线钳,斜口钳,老虎钳,,,B,3（中）,5（好）
,B-A-A-004,B（单选题）,,在装配无人机时，若需要夹持小零件进行精细调整，应选用（）。,尖嘴钳,大力钳,绝缘钳,斜嘴钳,,,A,3（中）,5（好）
,B-A-A-004,B（单选题）,,对于无人机中的信号线接头端子，使用（）进行紧固最为合适。,鲤鱼钳,弯头钳,压线钳,尖嘴钳,,,C,2（易）,5（好）
,B-A-A-004,C（判断题）,,在无人机装配中，普通钢丝钳可以用于剥去导线绝缘层，无需专门使用剥线钳。,正确,错误,,,,,B,3（中）,5（好）
,B-A-A-004,C（判断题）,,尖嘴钳因其精细的夹持能力，在无人机装配中常用于夹取和安装微小部件。,正确,错误,,,,,A,2（易）,5（好）
,B-A-A-005,B（单选题）,,在装配高精度无人机部件时，螺丝刀刀头的硬度应（  ）。,比螺丝硬度低,与螺丝硬度相同,比螺丝硬度高,不需要考虑刀头硬度,,,C,3（中）,5（好）
,B-A-A-005,B（单选题）,,为防止在无人机装配过程中螺丝刀滑落伤人，螺丝刀的手柄应（  ）。,保持光滑,缠绕一些胶带，增加摩擦力,做成尖锐形状，便于握持,设计得很细，方便操作,,,B,3（中）,5（好）
,B-A-A-005,B（单选题）,,在无人机装配中使用频率最高的螺丝刀类型是（）。,一字螺丝刀,十字螺丝刀,内六角螺丝刀,梅花形螺丝刀,,,C,2（易）,5（好）
,B-A-A-005,B（单选题）,,若发现无人机上的螺丝生锈，使用螺丝刀拆卸前，可先（  ）。,用火烧一下螺丝,往螺丝上倒点白醋，等待片刻,拿砂纸大力打磨螺丝,直接用大力拧动,,,B,2（易）,5（好）
,B-A-A-005,C（判断题）,,在无人机装配中，只要能拧动螺丝，螺丝刀刀头有点磨损也没关系，不用更换。（  ）,正确,错误,,,,,B,3（中）,5（好）
,B-A-A-005,C（判断题）,,如果发现螺丝刀在使用过程中有异常声音或感觉卡滞，应立即停止使用并进行检查。（）,正确,错误,,,,,A,2（易）,5（好）
,B-A-A-006,B（单选题）,,用示波器检测无人机电机驱动电路的脉冲信号时，为了得到清晰准确的波形，需要（）。,不断更换探头,调整示波器的触发模式和时间、电压量程等参数,提高电机的转速,在电机和驱动电路之间串联更多电阻,,,B,3（中）,5（好）
,B-A-A-006,B（单选题）,,在无人机装配过程中，示波器主要用于检测（）的变化情况。,电池电量,电机转速,信号波形,飞行高度,,,C,3（中）,4（较好）
,B-A-A-006,B（单选题）,,当示波器显示的波形不稳定，上下跳动时，可通过（  ）方法来稳定波形。,调节示波器的垂直灵敏度,调节触发源和触发电平,更换示波器探头,关闭示波器重新开机,,,B,3（中）,5（好）
,B-A-A-006,B（单选题）,,示波器的垂直通道设置用于调整（）。,时间轴,电压幅度,频率,相位,,,B,2（易）,5（好）
,B-A-A-006,C（判断题）,,如果示波器屏幕上出现干扰或噪声，可能是由于外部电磁干扰造成的。（）,正确,错误,,,,,A,3（中）,5（好）
,B-A-A-006,C（判断题）,,示波器探头应直接接触电路板。（）,正确,错误,,,,,B,2（易）,5（好）
,B-A-A-007,B（单选题）,,在无人机装配中，常用的焊接工具是（）。, 电焊机,气焊机,焊锡枪,激光焊机,,,C,2（易）,4（较好）
,B-A-A-007,B（单选题）,,焊接无人机的电池连接片时，（）助焊剂是最合适的。,无机酸,无机盐,树脂型,有机酸,,,C,3（中）,5（好）
,B-A-A-007,B（单选题）,,对于焊接无人机小型精密传感器的焊点，选择（）形状烙铁头形状最合适。,马蹄形,刀形,尖锥形,圆形,,,C,3（中）,5（好）
,B-A-A-007,B（单选题）,,在无人机装配车间，焊接工具使用完毕后，正确放置方法是（）。,随意放在工作台上,专用的工具架或隔热垫上,放在工具箱中,靠近易燃物品旁,,,B,2（易）,5（好）
,B-A-A-007,C（判断题）,,电烙铁在焊接无人机部件过程中，为加快进度，可以同时用两把电烙铁分别焊接相邻焊点。（）,正确,错误,,,,,B,2（易）,5（好）
,B-A-A-007,C（判断题）,,无人机装配完成后，多余的焊锡可以用刀片刮除。（）,正确,错误,,,,,B,2（易）,5（好）
,B-A-A-008,B（单选题）,,在无人机装配中，水平仪主要用于（）。,测量电池电压,校准无人机的水平姿态, 测试电机转速,检查遥控器信号,,,B,2（易）,4（较好）
,B-A-A-008,B（单选题）,,水平仪在无人机装配中的主要作用是（）。,测量无人机的重量,确保无人机的重心平衡,测试无人机的飞行速度,检查无人机的电池容量,,,B,3（中）,5（好）
,B-A-A-008,B（单选题）,,使用水平仪校准无人机时，若水平仪显示不水平，调水平的做法是（）。,调整无人机的电池位置,调整无人机的摄像头角度,调整无人机的电机转速,调整无人机的脚架高度,,,D,3（中）,5（好）
,B-A-A-008,B（单选题）,,使用水平仪校准无人机时，应将无人机放置在（）。,倾斜的表面上,柔软的表面上,完全水平的表面上,任意表面上,,,C,2（易）,5（好）
,B-A-A-008,C（判断题）,,水平仪在无人机装配中通常用于校准无人机的螺旋桨。（ ）,正确,错误,,,,,B,2（易）,5（好）
,B-A-A-008,C（判断题）,,使用水平仪校准无人机时，若水平仪显示水平，说明无人机重心平衡。（ ）,正确,错误,,,,,B,2（易）,5（好）
,B-A-A-009,B（单选题）,,使用示波器测量无人机电机驱动信号时，应选择（）。,直流电压档位,交流电压档位,电流档位,频率档位,,,B,2（易）,4（较好）
,B-A-A-009,B（单选题）,,示波器在无人机装配中可以帮助检测（）。,电机的温度,螺旋桨的平衡性,电池的电量, 电气信号的波形与质量,,,D,3（中）,5（好）
,B-A-A-009,B（单选题）,,使用示波器测量无人机电池电压时，若波形有尖峰，可能的原因是（）。,电池电量不足,电源滤波不良,电机损坏,螺旋桨不平衡,,,B,3（中）,5（好）
,B-A-A-009,B（单选题）,,在使用示波器对无人机的电路进行全面检测时，正确的做法是（ ）。,随意连接探头，不考虑接地和信号类型,先了解电路原理和信号特性，再进行测量 ,只测量主要芯片的信号，忽略其他元件,测量过程中频繁切换示波器的各种设置,,,B,2（易）,5（好）
,B-A-A-009,C（判断题）,,示波器可以帮助检测无人机电机的温度。（ ）,正确,错误,,,,,B,2（易）,5（好）
,B-A-A-009,C（判断题）,,示波器在无人机装配中主要用于检测信号波形。（ ）,正确,错误,,,,,A,2（易）,5（好）
,B-A-A-0010,B（单选题）,,在无人机装配中，（）场景必须佩戴护目镜。,使用电钻打孔,拧紧螺丝,粘贴标识贴纸,整理线路,,,A,3（中）,5（好）
,B-A-A-0010,B（单选题）,,在无人机装配中，护目镜的防护等级通常指的是（）。,抗冲击能力,防水能力,防尘能力,防紫外线能力,,,A,3（中）,5（好）
,B-A-A-0010,B（单选题）,,装配无人机的碳纤维部件时，佩戴护目镜的主要目的是防止（）。,碳纤维碎屑飞溅,胶水挥发气味刺激,部件反光刺眼,装配工具掉落砸伤,,,A,2（易）,5（好）
,B-A-A-0010,B（单选题）,,在寒冷环境下进行无人机装配，护目镜出现雾蒙蒙的情况，（）是错误的解决方法。,用干布擦拭镜片表面,调整工作环境通风状况,使用防雾剂处理镜片,频繁摘下护目镜透气,,,D,2（易）,5（好）
,B-A-A-0010,C（判断题）,,在焊接等产生火花的工序中应佩戴护目镜。（）,正确,错误,,,,,A,2（易）,5（好）
,B-A-A-010,C（判断题）,,护目镜应定期更换，以确保透明清晰。（）,正确,错误,,,,,A,2（易）,5（好）
,B-A-A-011,B（单选题）,,安全帽佩戴时，帽箍应调整到适合头部大小并紧固的程度是（）。,松松垮垮,适中,越紧越好,随意,,,B,3（中）,5（好）
,B-A-A-011,B（单选题）,,如果发现安全帽有裂痕或明显的损坏，合适的做法是（）。,用胶水粘合后继续使用,更换新的安全帽,用水清洗后继续使用,用布擦拭后继续使用,,,B,3（中）,5（好）
,B-A-A-011,B（单选题）,,安全帽的颜色和设计通常用于（）。,增加美观,区分不同工种或部门,提升工作效率,增加安全帽强度,,,B,2（易）,5（好）
,B-A-A-011,B（单选题）,,安全帽的内衬有（）的作用。,提供缓冲保护,增加重量,方便携带,增加摩擦力,,,A,2（易）,5（好）
,B-A-A-011,C（判断题）,,安全帽必须保持清洁干燥，不得随意挪作他用。（）,正确,错误,,,,,A,3（中）,5（好）
,B-A-A-011,C（判断题）,,在室内装配无人机，环境安全，就可以不戴安全帽。（ ）,正确,错误,,,,,B,2（易）,5（好）
,B-A-A-012,B（单选题）,,在夜间操作时，防护服应具有（）特性来提高安全性。,时尚设计,轻便材料,反光条,多口袋设计,,,C,3（中）,5（好）
,B-A-A-012,B（单选题）,,防护服穿戴时袖口应（）才符合要求。,挽起袖口，方便操作,袖口敞开，保持通风,扎紧袖口，防止异物进入, 随意穿戴，只要不掉落,,,C,3（中）,5（好）
,B-A-A-012,B（单选题）,,防护服的主要作用是（）。,提升个人形象,防止身体受到伤害,增加体温,增加工作效率,,,B,2（易）,5（好）
,B-A-A-012,B（单选题）,,防护服的颜色和设计通常用于（）。,增加美观,区分不同工种或部门,提升工作效率,提升防护服质量,,,B,2（易）,5（好）
,B-A-A-012,C（判断题）,,防护服的穿戴顺序应该是“先上后下，先左后右”。 （）,正确,错误,,,,,A,3（中）,5（好）
,B-A-A-012,C（判断题）,,防护服使用完毕后，应该清洗干净并妥善存放。 (),正确,错误,,,,,A,2（易）,5（好）
,B-A-B-001,B（单选题）,,无人机电机型号中的KV值主要表示（）。,每伏特电压下电机的空载转速,电机的最大功率,电机的额定电流,电机的直径,,,A,3（中）,5（好）
,B-A-B-001,B（单选题）,,以下（）参数不是电机型号中常见的标识。,KV值,功率（W）,螺旋桨尺寸,重量（g）,,,B,4（较难）,5（好）
,B-A-B-001,B（单选题）,,无人机电机的型号中，若标注了 “2212”，其中 “22” 通常代表的含义是（  ）。,电机的直径（mm）,电机的高度（mm）,电机的 Kv 值,电机的磁极对数,,,A,2（易）,5（好）
,B-A-B-001,B（单选题）,,对于多轴无人机而言，选择电机时应优先考虑的因素是（）。, 尽可能高的KV值以获得更快的速度, 最大化电机的重量以提高稳定性,匹配螺旋桨尺寸和预期飞行任务的最佳KV值,最小化电机的功率以延长电池寿命,,,C,2（易）,5（好）
,B-A-B-001,C（判断题）,,无人机电机的尺寸越大，其动力就一定越强。（）,正确,错误,,,,,B,2（易）,5（好）
,B-A-B-001,C（判断题）,,无人机电机的KV值越高，其最大转速就越高。（）,正确,错误,,,,,A,2（易）,5（好）
,B-A-B-002,B（单选题）,,选择电子调速器时，最重要的参数是（）。,尺寸和重量,最大持续电流,颜色和外观,价格,,,B,3（中）,4（较好）
,B-A-B-002,B（单选题）,,电子调速器的“PWM频率”指的是（）。,电机的转速,信号更新的速度,电池的电压,遥控器的信号频率,,,B,3（中）,5（好）
,B-A-B-002,B（单选题）,,电子调速器的最大持续电流额定值主要用于确定（）。, ESC的物理尺寸,ESC可以控制的最大电机KV值,ESC能够长时间稳定工作的最大电流,ESC支持的最高电池电压,,,C,2（易）,5（好）
,B-A-B-002,B（单选题）,,电子调速器的“信号协议”指的是（）。,遥控器的信号类型,电机的控制方式,电池的通信协议,螺旋桨的控制方式,,,A,2（易）,5（好）
,B-A-B-002,C（判断题）,,电子调速器的“BEC”功能是为电机提供高电压电源。（ ）,正确,错误,,,,,B,2（易）,5（好）
,B-A-B-002,C（判断题）,,电子调速器的“同步整流”功能可提高电机效率。（ ）,正确,错误,,,,,A,2（易）,5（好）
,B-A-B-003,B（单选题）,,若无人机电池的“放电倍率”为30C，容量为2200mAh，其最大放电电流为（）。,30A,2200mA,66A,3.7A,,,C,3（中）,5（好）
,B-A-B-003,B（单选题）,,下列（）参数不是无人机电池型号中常见的标识。,电池的容量,放电倍率,支持的最大飞行高度,电芯串联数量,,,C,3（中）,5（好）
,B-A-B-003,B（单选题）,,无人机电池的“存储电压”是指（）。,电池的满电电压,电池的放电截止电压,电池长期存放时的推荐电压,电池的最大放电电压,,,C,2（易）,5（好）
,B-A-B-003,B（单选题）,,无人机电池的“S数”是指（）。,电池的容量,电芯串联数量,电池的放电速率,电池的重量,,,B,2（易）,5（好）
,B-A-B-003,C（判断题）,,无人机电池的“放电截止电压”是电池放电时的最低安全电压。（ ）,正确,错误,,,,,A,2（易）,5（好）
,B-A-B-003,C（判断题）,,无人机电池的“C数”表示电池的放电速率。（ ）,正确,错误,,,,,A,2（易）,5（好）
,B-A-B-004,B（单选题）,,在螺旋桨型号中，关于直径的标识是（ ）。,D100mm, L50cm, H30m,W20kg,,,A,3（中）,4（较好）
,B-A-B-004,B（单选题）,,小型无人机螺旋桨型号中经常出现的 “CW” 字样是指（ ）。,顺时针旋转,逆时针旋转,碳纤材质,冷却方式,,,A,3（中）,5（好）
,B-A-B-004,B（单选题）,,一个螺旋桨型号标注为 “4 - 15x8”，其中 “15” 表示（ ）。, 螺旋桨的桨毂直径为 15mm,螺旋桨的外径为 15cm,螺旋桨的螺距为 15mm,螺旋桨的重量为 15g,,,C,2（易）,5（好）
,B-A-B-004,B（单选题）,,关于螺旋桨的规格型号，不是螺旋桨型号中常见的标识（ ）。, 直径,桨距,最大转速,桨叶数量,,,C,3（中）,5（好）
,B-A-B-004,C（判断题）,,螺旋桨规格型号中的数字越大，代表螺旋桨的尺寸一定越大。（）,正确,错误,,,,,B,2（易）,5（好）
,B-A-B-004,C（判断题）,,小型无人机螺旋桨规格型号不会包含其噪音等级参数。（）,正确,错误,,,,,B,2（易）,5（好）
,B-A-B-005,B（单选题）,,在零部件识别方法中，（）对环境光线要求最高。,视觉识别系统,触觉识别（如用手触摸形状）,声音识别（通过敲击听声音）,嗅觉识别（通过气味判断）,,,A,3（中）,5（好）
,B-A-B-005,B（单选题）,,在进行无人机零部件识别时，最有效的方法是（ ）。,根据外观形状和个人经验判断,参考制造商提供的零件手册或图纸,使用通用量具测量尺寸,对比市场上类似产品,,,B,3（中）,4（较好）
,B-A-B-005,B（单选题）,,（）不是识别零部件的热性能的方法。,热膨胀系数测试,热传导率测试, 耐热性测试（如高温老化试验）,磁性测试,,,D,2（易）,5（好）
,B-A-B-005,B（单选题）,,对于外形相同但材质不同的零部件，（）方法最适合用于区分。,目视检查,磁性检测,条码扫描,光谱分析,,,D,2（易）,5（好）
,B-A-B-005,C（判断题）,,对于微小的电子零部件，仅依靠外观形状就能准确识别其型号和功能。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-005,C（判断题）,,当零部件上的标识模糊不清时，用砂纸打磨标识区域是恢复标识信息的有效方法。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-006,B（单选题）,,在无人机装配图中，（）通常用于展示无人机的整体外形和布局。,主视图,俯视图,左视图,爆炸图,,,D,3（中）,5（好）
,B-A-B-006,B（单选题）,,当查看无人机装配图上的零件尺寸标注时，（）符号表示直径。,R,Φ,L,H,,,B,3（中）,5（好）
,B-A-B-006,B（单选题）,,若在无人机装配图中看到表面粗糙度标注为 Ra3.2，这意味着该表面（  ）。,非常光滑，几乎无瑕疵,较为粗糙，加工精度低,表面加工后，微观不平度十点高度的算术平均值为 3.2μm,表面加工后，轮廓算术平均偏差为 3.2μm,,,D,2（易）,5（好）
,B-A-B-006,B（单选题）,,在无人机装配图中，若发现某条线画成了双点划线，它通常表示（  ）。,可见轮廓线,不可见轮廓线,假想投影线,尺寸界线,,,C,2（易）,5（好）
,B-A-B-006,C（判断题）,,能熟练使用绘图软件打开无人机装配图，就意味着已经掌握了装配图的识读方法。（  ）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-006,C（判断题）,,在无人机装配图中，箭头通常用于表示部件的连接关系。（）,正确,错误,,,,,A,2（易）,5（好）
,B-A-B-007,B（单选题）,, 在装配机臂时，为了保证机臂的水平度，应该使用（）。,水平仪,卡尺,千分尺,塞尺,,,A,3（中）,5（好）
,B-A-B-007,B（单选题）,,机臂装配完成后，需要进行（）来检查装配质量。,防水测试,颜色持久性测试,振动测试,静电测试,,,C,3（中）,5（好）
,B-A-B-007,B（单选题）,,机臂装配中，如果需要安装电线或电缆，正确的方法是（ ）。,直接将电线或电缆暴露在机臂表面,用扎带将电线或电缆简单固定在机臂上,为电线或电缆开设专用的线槽，并进行固定和保护,把电线或电缆缠绕在机臂的连接部位,,,C,2（易）,5（好）
,B-A-B-007,B（单选题）,,在机臂装配过程中，最适合用于检测装配后的同轴度的方法是（）。,目视检查,使用千分表测量,随意安装,敲击调整,,,B,2（易）,5（好）
,B-A-B-007,C（判断题）,,机臂与其他部件连接时，依靠部件自身的精度就能保证连接精度，不需要其他辅助措施。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-007,C（判断题）,,装配后的机臂垂直度可以通过直角尺测量来验证。（）,正确,错误,,,,,A,2（易）,5（好）
,B-A-B-008,B（单选题）,,在装配无人机螺旋桨时，如果发现电机轴有轻微变形，应该（ ）。,继续装配，轻微变形不影响螺旋桨旋转,用锤子将电机轴敲直后装配,更换电机或对电机轴进行修复后再装配,在变形的电机轴上套上一层橡胶后装配,,,C,4（较难）,5（好）
,B-A-B-008,B（单选题）,,装配无人机螺旋桨时，螺旋桨与电机轴之间的配合间隙应该（ )。,尽量大，方便安装和拆卸,越小越好，以保证动力传递和稳定性,根据螺旋桨的颜色来确定,保持在一个固定的标准值，不受螺旋桨尺寸影响,,,B,3（中）,5（好）
,B-A-B-008,B（单选题）,,对于不同尺寸的无人机螺旋桨，装配时主要的区别在于（ ）。,螺旋桨的颜色和材质,安装位置和连接方式的选择,螺旋桨的旋转方向不同,装配顺序不同,,,B,3（中）,5（好）
,B-A-B-008,B（单选题）,,对于多旋翼无人机，螺旋桨之间的平衡安装是指（ ）。,所有螺旋桨的重量完全相同,每个螺旋桨的静态和动态平衡，确保推力一致,螺旋桨的安装高度相同,螺旋桨的材质相同,,,B,2（易）,5（好）
,B-A-B-008,C（判断题）,,使用自锁螺母可以有效防止无人机螺旋桨在飞行中松动。（）,正确,错误,,,,,A,3（中）,5（好）
,B-A-B-008,C（判断题）,,?螺旋桨的变形可以通过敲击调整修复。（）,正确,错误,,,,,B,2（易）,5（好）
,B-A-B-009,B（单选题）,,若要提升多旋翼无人机的负载能力，在装配无刷电机时，可以考虑（  ）。,选用高 Kv 值电机，提高转速,选用低 Kv 值电机，增加扭矩,随意增大电机尺寸，不考虑适配性,只增加电机数量，不优化其他部件,,,B,3（中）,5（好）
,B-A-B-009,B（单选题）,,装配无刷电机时，电机与无人机电机座的固定方式，（）最为常见。,磁吸固定,螺丝连接,胶粘固定,卡扣连接,,,B,3（中）,5（好）
,B-A-B-009,B（单选题）,,无刷电机安装时，（）确保电机固定牢固。,锁紧螺丝打满螺丝胶并用全力旋紧,锁紧螺丝打2-3丝螺丝胶并用全力旋紧,锁紧螺丝打2-3丝螺丝胶并轻轻旋紧,锁紧螺丝打满螺丝胶并轻轻旋紧,,,C,2（易）,5（好）
,B-A-B-009,B（单选题）,,在装配无人机无刷电机时，应首先注意（）。,电机的尺寸,电机的旋转方向,电机的颜色,电机的重量,,,B,2（易）,5（好）
,B-A-B-009,C（判断题）,,只要无刷电机的尺寸与无人机机架预留孔位匹配，就可以直接安装使用。（）,正确,错误,,,,,B,2（易）,5（好）
,B-A-B-009,C（判断题）,,装配无刷电机时，拧紧固定螺丝后，需要检查电机轴是否与机架平面垂直。（）,正确,错误,,,,,A,2（易）,5（好）
,B-A-B-010,B（单选题）,,在装配多旋翼无人机电子调速器（ESC）前，首先要对其进行（）的操作。,测量调速器的外观尺寸，确保与安装位置匹配,检查调速器外壳有无破损、变形，保证内部元件安全,用万用表测试调速器的输出电流，判断其性能,查看调速器的品牌标识，评估质量,,,B,3（中）,5（好）
,B-A-B-010,B（单选题）,,电子调速器与无刷电机连接时，通常使用（）连接。,USB接头,香蕉插头,T插接头,XT接头,,,B,3（中）,5（好）
,B-A-B-010,B（单选题）,,对于一款四旋翼无人机，电子调速器的数量通常应为（  ）。,2 个,3个,4 个,8 个,,,C,2（易）,5（好）
,B-A-B-010,B（单选题）,,电子调速器的信号线在连接到飞控系统时，应该（）。,使用焊接的方式连接，确保牢固,通过配套的插头进行连接，保证连接良好,直接将裸露的信号线插入飞控接口,把多根信号线拧在一起再连接,,,B,2（易）,5（好）
,B-A-B-010,C（判断题）,,在装配多旋翼无人机电子调速器时，不需要考虑飞控板的型号。（  ）,正确,错误,,,,,B,2（易）,5（好）
,B-A-B-010,C（判断题）,,电子调速器连接线路可以随意布置。（）,正确,错误,,,,,B,2（易）,5（好）
,B-A-B-011,B（单选题）,,考虑对载重量要求不高和经济便宜的情况下，（）适合制作无人机脚架。,钛合金,碳纤维,塑料,铝合金,,,C,3（中）,5（好）
,B-A-B-011,B（单选题）,,无人机脚架用于连接无人机主体的部分是（）。,支撑杆,减震垫,安装接口或连接座,固定螺丝,,,B,3（中）,5（好）
,B-A-B-011,B（单选题）,,脚架安装时，（）确保固定牢固。,使用螺丝刀轻轻旋紧,使用扳手大力旋紧,用手旋紧,随意放置,,,A,2（易）,5（好）
,B-A-B-011,B（单选题）,,无人机脚架装配时，对多余的材料应该（）。,随意摆放,收纳整齐,任其悬垂,直接隐藏,,,B,2（易）,5（好）
,B-A-B-011,C（判断题）,,当无人机在平整、无障碍物但存在强电磁干扰的空旷场地低空慢速飞行时，可以在没有脚架的情况下使用无人机。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-011,C（判断题）,,无人机脚架装配无需考虑重心。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-012,B（单选题）,,在多旋翼无人机中心板装配过程中，用于固定飞行控制器的最佳方式是（）。,使用强力胶水粘贴, 通过螺丝和垫片紧固, 直接焊接至电路板上,利用磁铁吸附,,,B,3（中）,5（好）
,B-A-B-012,B（单选题）,,在多旋翼无人机的中心板装配过程中，需要确保所有电子设备能够正确供电，首先要完成的步骤是（）。, 安装并固定飞行控制器,测试各个传感器的功能,检查并规划电源分配和连接,连接电机和电调,,,C,3（中）,5（好）
,B-A-B-012,B（单选题）,,在装配多旋翼无人机中心板时，为了确保电机能够接收来自飞控系统的信号，（）是连接电机与飞控系统的关键桥梁。,电调,桨叶,机架,电池,,,A,4（较难）,5（好）
,B-A-B-012,B（单选题）,,在安装多旋翼无人机的中心板时，为了保证飞控系统能够稳定工作，必须优先固定（）。,电池架,中心板支架,遥控接收器,螺旋桨,,,B,3（中）,5（好）
,B-A-B-012,C（判断题）,,多旋翼无人机中心板装配无需平整。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-012,C（判断题）,,中心板装配应确保所有螺丝紧固。（）,正确,错误,,,,,A,3（中）,5（好）
,B-A-B-013,B（单选题）,,为增强无人机电机座的散热效果，可采取的措施是（  ）。,选用黑色的电机座材质,在电机座上增加散热鳍片,包裹隔热材料,减少电机座与空气接触面积,,,A,3（中）,5（好）
,B-A-B-013,B（单选题）,,在电机座装配过程中，为了确保螺栓能够被安全地拧紧至适当的扭矩，用来紧固螺栓的工具是（）。,螺丝刀,钳子,液压扳手,扭矩扳手,,,D,3（中）,5（好）
,B-A-B-013,B（单选题）,,电机座的安装位置通常在无人机的（）。,机身内部,机臂末端,机身底部,任意位置,,,B,2（易）,5（好）
,B-A-B-013,B（单选题）,,在安装无人机电机座之前，为了确保电机座能够稳固安装，需要确保（）已经正确安装在无人机的主体结构上。,螺旋桨,机臂,飞控系统,着陆架,,,B,3（中）,5（好）
,B-A-B-013,C（判断题）,,在无人机电机座上安装电机，应该顺时针或逆时针依次锁紧螺丝。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-013,C（判断题）,,确保所有无人机电机座都正确安装并紧固后，才能进行飞行测试。 (),正确,错误,,,,,A,2（易）,5（好）
,B-A-B-014,B（单选题）,,无人机机臂与机身连接时，为了保证连接的紧密性和稳定性，通常会使用（）。,胶水粘结,螺栓和螺母配合紧固件,焊接,插销和弹性卡扣,,,B,3（中）,5（好）
,B-A-B-014,B（单选题）,,无人机机臂装配过程中，需要安装电线，正确的做法是（）。,直接将电线放在机臂表面，用胶带固定,把电线穿入机臂内部预先设计的线槽或套管中,让电线缠绕在机臂的连接螺丝上,将电线与机臂一起包裹在塑料薄膜中,,,B,2（易）,5（好）
,B-A-B-014,B（单选题）,,对于需要安装在机臂上的小型配件（如指示灯），在装配无人机机臂时应该（）。,在机臂安装到机身之后再安装小型配件,根据配件的重量，决定安装顺序,先将小型配件安装在机臂上，再安装机臂到机身,随机安装，没有固定顺序,,,C,2（易）,5（好）
,B-A-B-014,B（单选题）,,当装配无人机机臂需要与其他部件（如起落架）协同安装时，正确的做法是（）。,先安装机臂，再安装起落架，不考虑两者之间的空间关系,同时安装机臂和起落架，边安装边调整位置,先安装起落架，然后根据起落架的位置安装机臂，确保两者不发生干涉,根据无人机的重心位置，先安装靠近重心的部件（机臂或起落架）,,,C,2（易）,5（好）
,B-A-B-014,C（判断题）,,耐磨涂层可以延长机臂的使用寿命，减少磨损。（）,正确,错误,,,,,A,3（中）,5（好）
,B-A-B-014,C（判断题）,,无人机机臂与机身连接时，胶水粘结是一种可靠的连接方式，因为它可以确保连接紧密。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-015,B（单选题）,,无人机脚架与机身连接的常见方式是（）。,焊接,卡扣连接,螺栓连接,胶水粘结,,,C,3（中）,5（好）
