题目ID,题目陈述,题目类型,题目分类,难度等级,分值,参数名称,参数描述,数据类型,正确答案,容差值,最小值,最大值,单位,需要飞控读取,验证方法,解释说明,创建人,创建时间,是否启用
00359,验证遥控器4最大值RC4_MAX是否为1900,ParameterVerify,BasicParameters,Medium,4,RC4_MAX,RC4最大值,Integer,1900,0.000000,1700,2200,μs,True,ExactMatch,偏航通道的最大脉宽,AI生成器,2024-12-19 10:01:15,True
00362,验证简单模式掩码SIMPLE是否为0,ParameterVerify,FlightModes,Easy,3,SIMPLE,简单模式掩码,Integer,0,0.000000,0,63,,True,ExactMatch,禁用简单飞行模式,AI生成器,2024-12-19 10:01:18,True
00363,将超级简单模式SUPER_SIMPLE设置为0,ParameterSetting,FlightModes,Easy,3,SUPER_SIMPLE,超级简单模式,Integer,0,0.000000,0,63,,True,ExactMatch,禁用超级简单飞行模式,AI生成器,2024-12-19 10:01:19,True
00368,验证声纳类型RNGFND1_TYPE是否为0,ParameterVerify,SensorCalibration,Easy,3,RNGFND1_TYPE,声纳类型1,Integer,0,0.000000,0,20,,True,ExactMatch,禁用第一个距离传感器,AI生成器,2024-12-19 10:01:24,True
00388,设置航点半径WPNAV_RADIUS为200cm,ParameterSetting,PIDTuning,Medium,4,WPNAV_RADIUS,航点半径,Float,200,10.000000,10,1000,cm,True,FloatTolerance,到达航点的接受半径,AI生成器,2024-12-19 10:01:44,True
00389,验证航点加速度WPNAV_ACCEL是否为100,ParameterVerify,PIDTuning,Medium,4,WPNAV_ACCEL,航点加速度,Float,100,5.000000,50,500,cm/s²,True,FloatTolerance,航点导航的加速度限制,AI生成器,2024-12-19 10:01:45,True
00405,将伺服器输出频率SERVO1_FUNCTION设置为0,ParameterSetting,BasicParameters,Medium,4,SERVO1_FUNCTION,伺服1功能,Integer,0,0.000000,0,100,,True,ExactMatch,禁用辅助伺服器1,AI生成器,2024-12-19 10:02:01,True
00406,设置伺服器输出频率SERVO2_FUNCTION为0,ParameterSetting,BasicParameters,Medium,4,SERVO2_FUNCTION,伺服2功能,Integer,0,0.000000,0,100,,True,ExactMatch,禁用辅助伺服器2,AI生成器,2024-12-19 10:02:02,True
00415,设置数据流速率SR0_EXTRA1为10Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR0_EXTRA1,USB数据流1,Integer,10,0.000000,0,50,Hz,True,ExactMatch,设置USB端口扩展数据流频率,AI生成器,2024-12-19 10:02:11,True
00416,验证数据流速率SR0_EXTRA2是否为10Hz,ParameterVerify,AdvancedFeatures,Medium,4,SR0_EXTRA2,USB数据流2,Integer,10,0.000000,0,50,Hz,True,ExactMatch,USB端口扩展数据流2频率,AI生成器,2024-12-19 10:02:12,True
00417,将数据流速率SR0_EXTRA3设置为2Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR0_EXTRA3,USB数据流3,Integer,2,0.000000,0,50,Hz,True,ExactMatch,设置USB端口扩展数据流3频率,AI生成器,2024-12-19 10:02:13,True
00418,设置数据流速率SR0_EXT_STAT为2Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR0_EXT_STAT,USB扩展状态,Integer,2,0.000000,0,50,Hz,True,ExactMatch,USB端口扩展状态信息频率,AI生成器,2024-12-19 10:02:14,True
00419,验证数据流速率SR0_POSITION是否为2Hz,ParameterVerify,AdvancedFeatures,Medium,4,SR0_POSITION,USB位置信息,Integer,2,0.000000,0,50,Hz,True,ExactMatch,USB端口位置信息流频率,AI生成器,2024-12-19 10:02:15,True
00420,将数据流速率SR0_RAW_CTRL设置为1Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR0_RAW_CTRL,USB原始控制,Integer,1,0.000000,0,50,Hz,True,ExactMatch,USB端口原始控制数据频率,AI生成器,2024-12-19 10:02:16,True
00421,设置数据流速率SR0_RAW_SENS为1Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR0_RAW_SENS,USB原始传感器,Integer,1,0.000000,0,50,Hz,True,ExactMatch,USB端口原始传感器数据频率,AI生成器,2024-12-19 10:02:17,True
00422,验证数据流速率SR0_RC_CHAN是否为1Hz,ParameterVerify,AdvancedFeatures,Medium,4,SR0_RC_CHAN,USB遥控通道,Integer,1,0.000000,0,50,Hz,True,ExactMatch,USB端口遥控通道数据频率,AI生成器,2024-12-19 10:02:18,True
00423,将TELEM1数据流SR1_EXTRA1设置为4Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR1_EXTRA1,TELEM1数据流1,Integer,4,0.000000,0,50,Hz,True,ExactMatch,TELEM1端口扩展数据流频率,AI生成器,2024-12-19 10:02:19,True
00424,设置TELEM1数据流SR1_EXTRA2为4Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR1_EXTRA2,TELEM1数据流2,Integer,4,0.000000,0,50,Hz,True,ExactMatch,TELEM1端口扩展数据流2频率,AI生成器,2024-12-19 10:02:20,True
00425,验证TELEM1数据流SR1_EXTRA3是否为1Hz,ParameterVerify,AdvancedFeatures,Medium,4,SR1_EXTRA3,TELEM1数据流3,Integer,1,0.000000,0,50,Hz,True,ExactMatch,TELEM1端口扩展数据流3频率,AI生成器,2024-12-19 10:02:21,True
00426,将TELEM1状态流SR1_EXT_STAT设置为1Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR1_EXT_STAT,TELEM1扩展状态,Integer,1,0.000000,0,50,Hz,True,ExactMatch,TELEM1端口扩展状态信息频率,AI生成器,2024-12-19 10:02:22,True
00427,设置TELEM1位置流SR1_POSITION为1Hz,ParameterSetting,AdvancedFeatures,Medium,4,SR1_POSITION,TELEM1位置信息,Integer,1,0.000000,0,50,Hz,True,ExactMatch,TELEM1端口位置信息流频率,AI生成器,2024-12-19 10:02:23,True
00475,验证速度控制I增益PSC_VELXY_I是否为0.5,ParameterVerify,PIDTuning,Medium,5,PSC_VELXY_I,水平速度I增益,Float,0.5,0.100000,0,3,,True,FloatTolerance,水平速度控制积分增益,AI生成器,2024-12-19 10:03:11,True
00476,将速度控制D增益PSC_VELXY_D设置为0,ParameterSetting,PIDTuning,Medium,5,PSC_VELXY_D,水平速度D增益,Float,0,0.010000,0,1,,True,FloatTolerance,水平速度控制微分增益,AI生成器,2024-12-19 10:03:12,True
00477,设置垂直速度I增益PSC_VELZ_I为1,ParameterSetting,PIDTuning,Medium,5,PSC_VELZ_I,垂直速度I增益,Float,1,0.100000,0,6,,True,FloatTolerance,垂直速度控制积分增益,AI生成器,2024-12-19 10:03:13,True
00478,验证垂直速度D增益PSC_VELZ_D是否为0,ParameterVerify,PIDTuning,Medium,5,PSC_VELZ_D,垂直速度D增益,Float,0,0.010000,0,1,,True,FloatTolerance,垂直速度控制微分增益,AI生成器,2024-12-19 10:03:14,True
00484,验证导航速度限制WPNAV_ACCEL_Z是否为100,ParameterVerify,PIDTuning,Medium,4,WPNAV_ACCEL_Z,垂直导航加速度,Float,100,5.000000,50,500,cm/s²,True,FloatTolerance,垂直导航加速度限制,AI生成器,2024-12-19 10:03:20,True
00485,将导航减速度WPNAV_ACCEL_C设置为100,ParameterSetting,PIDTuning,Medium,4,WPNAV_ACCEL_C,转弯加速度,Float,100,5.000000,50,500,cm/s²,True,FloatTolerance,转弯时的加速度限制,AI生成器,2024-12-19 10:03:21,True
00486,设置下降速度WPNAV_SPEED_DN为150,ParameterSetting,PIDTuning,Medium,4,WPNAV_SPEED_DN,下降速度,Float,150,10.000000,10,500,cm/s,True,FloatTolerance,自动下降的最大速度,AI生成器,2024-12-19 10:03:22,True
00487,验证爬升速度WPNAV_SPEED_UP是否为250,ParameterVerify,PIDTuning,Medium,4,WPNAV_SPEED_UP,爬升速度,Float,250,10.000000,10,1000,cm/s,True,FloatTolerance,自动爬升的最大速度,AI生成器,2024-12-19 10:03:23,True
00494,将返航爬升速度RTL_CLIMB_MIN设置为0,ParameterSetting,SafetySettings,Medium,4,RTL_CLIMB_MIN,RTL最小爬升,Float,0,50.000000,0,3000,cm,True,FloatTolerance,RTL开始前的最小爬升,AI生成器,2024-12-19 10:03:30,True
00495,设置返航锥形RTL_CONE_SLOPE为3,ParameterSetting,SafetySettings,Medium,4,RTL_CONE_SLOPE,RTL锥形斜率,Float,3,0.500000,0.5,10,,True,FloatTolerance,RTL锥形爬升斜率,AI生成器,2024-12-19 10:03:31,True
00496,验证返航着陆延迟RTL_LOIT_TIME是否为5000,ParameterVerify,SafetySettings,Medium,4,RTL_LOIT_TIME,RTL悬停时间,Float,5000,500.000000,0,60000,ms,True,FloatTolerance,返航后悬停等待时间,AI生成器,2024-12-19 10:03:32,True
00502,验证IMU温度校准TCAL_ENABLED是否为0,ParameterVerify,SensorCalibration,Hard,6,TCAL_ENABLED,温度校准启用,Integer,0,0.000000,0,1,,True,ExactMatch,禁用IMU温度校准,AI生成器,2024-12-19 10:03:38,True
00539,将遥控器协议RC_PROTOCOLS设置为1,ParameterSetting,BasicParameters,Medium,4,RC_PROTOCOLS,遥控协议,Integer,1,0.000000,0,2048,,True,ExactMatch,启用所有遥控协议,AI生成器,2024-12-19 10:04:15,True
00540,设置接收机RSSI启用RSSI_TYPE为0,ParameterSetting,BasicParameters,Easy,3,RSSI_TYPE,RSSI类型,Integer,0,0.000000,0,5,,True,ExactMatch,禁用RSSI检测,AI生成器,2024-12-19 10:04:16,True
00550,验证第5通道最小值RC5_MIN是否为1100,ParameterVerify,BasicParameters,Medium,4,RC5_MIN,RC5最小值,Integer,1100,0.000000,800,1300,μs,True,ExactMatch,通道5的最小脉宽,AI生成器,2024-12-19 10:04:26,True
00551,将第5通道最大值RC5_MAX设置为1900,ParameterSetting,BasicParameters,Medium,4,RC5_MAX,RC5最大值,Integer,1900,0.000000,1700,2200,μs,True,ExactMatch,通道5的最大脉宽,AI生成器,2024-12-19 10:04:27,True
00552,设置第5通道中位RC5_TRIM为1500,ParameterSetting,BasicParameters,Medium,4,RC5_TRIM,RC5中位值,Integer,1500,0.000000,800,2200,μs,True,ExactMatch,通道5的中位脉宽,AI生成器,2024-12-19 10:04:28,True
00553,验证第6通道功能RC6_OPTION是否为0,ParameterVerify,BasicParameters,Easy,3,RC6_OPTION,RC6选项,Integer,0,0.000000,0,300,,True,ExactMatch,通道6无特殊功能,AI生成器,2024-12-19 10:04:29,True
00554,将第7通道功能RC7_OPTION设置为0,ParameterSetting,BasicParameters,Easy,3,RC7_OPTION,RC7选项,Integer,0,0.000000,0,300,,True,ExactMatch,通道7无特殊功能,AI生成器,2024-12-19 10:04:30,True
00555,设置第8通道功能RC8_OPTION为0,ParameterSetting,BasicParameters,Easy,3,RC8_OPTION,RC8选项,Integer,0,0.000000,0,300,,True,ExactMatch,通道8无特殊功能,AI生成器,2024-12-19 10:04:31,True
00556,验证第9通道功能RC9_OPTION是否为0,ParameterVerify,BasicParameters,Easy,3,RC9_OPTION,RC9选项,Integer,0,0.000000,0,300,,True,ExactMatch,通道9无特殊功能,AI生成器,2024-12-19 10:04:32,True
00557,将第10通道功能RC10_OPTION设置为0,ParameterSetting,BasicParameters,Easy,3,RC10_OPTION,RC10选项,Integer,0,0.000000,0,300,,True,ExactMatch,通道10无特殊功能,AI生成器,2024-12-19 10:04:33,True
00558,设置第11通道功能RC11_OPTION为0,ParameterSetting,BasicParameters,Easy,3,RC11_OPTION,RC11选项,Integer,0,0.000000,0,300,,True,ExactMatch,通道11无特殊功能,AI生成器,2024-12-19 10:04:34,True
00559,验证第12通道功能RC12_OPTION是否为0,ParameterVerify,BasicParameters,Easy,3,RC12_OPTION,RC12选项,Integer,0,0.000000,0,300,,True,ExactMatch,通道12无特殊功能,AI生成器,2024-12-19 10:04:35,True
00579,设置遥测速率SR0_PARAMS为10,ParameterSetting,AdvancedFeatures,Medium,4,SR0_PARAMS,USB参数流,Integer,10,0.000000,0,50,Hz,True,ExactMatch,USB端口参数信息频率,AI生成器,2024-12-19 10:04:55,True
00580,验证遥测速率SR1_PARAMS是否为10,ParameterVerify,AdvancedFeatures,Medium,4,SR1_PARAMS,TELEM1参数流,Integer,10,0.000000,0,50,Hz,True,ExactMatch,TELEM1端口参数信息频率,AI生成器,2024-12-19 10:04:56,True
00581,将第二遥测速率SR2_EXTRA1设置为1,ParameterSetting,AdvancedFeatures,Medium,4,SR2_EXTRA1,TELEM2数据流1,Integer,1,0.000000,0,50,Hz,True,ExactMatch,TELEM2端口扩展数据流频率,AI生成器,2024-12-19 10:04:57,True
00582,设置第二遥测速率SR2_EXTRA2为1,ParameterSetting,AdvancedFeatures,Medium,4,SR2_EXTRA2,TELEM2数据流2,Integer,1,0.000000,0,50,Hz,True,ExactMatch,TELEM2端口扩展数据流2频率,AI生成器,2024-12-19 10:04:58,True
00591,将遥控器通道1的最小值RC1_MIN设置为1100,ParameterSetting,BasicParameters,Easy,3,RC1_MIN,遥控器通道1最小值,Integer,1100,0.000000,800,1300,微秒,True,ExactMatch,设置横滚通道的最小PWM值,系统,2024-01-01 10:08:00,True
00596,将位置控制器P增益WPNAV_SPEED设置为500,ParameterSetting,PIDTuning,Medium,4,WPNAV_SPEED,航点导航速度,Float,500,10.000000,50,2000,厘米/秒,True,FloatTolerance,自动模式下的最大水平速度,系统,2024-01-01 10:13:00,True
00600,将GPS导航速度参数WPNAV_RADIUS设置为200厘米,ParameterSetting,FlightModes,Medium,4,WPNAV_RADIUS,航点半径,Float,200,5.000000,10,1000,厘米,True,FloatTolerance,到达航点时的接受半径,系统,2024-01-01 10:17:00,True
00603,将高度控制最大上升速度WPNAV_SPEED_UP设置为250,ParameterSetting,FlightModes,Medium,4,WPNAV_SPEED_UP,最大上升速度,Float,250,5.000000,50,500,厘米/秒,True,FloatTolerance,自动模式下的最大垂直上升速度,系统,2024-01-01 10:20:00,True
00606,检查自动降落速度参数WPNAV_SPEED_DN的设置,ParameterVerify,FlightModes,Medium,4,WPNAV_SPEED_DN,最大下降速度,Float,150,5.000000,30,500,厘米/秒,True,FloatTolerance,自动模式下的最大垂直下降速度,系统,2024-01-01 10:23:00,True
00607,将位置控制加速度参数WPNAV_ACCEL设置为100,ParameterSetting,PIDTuning,Hard,5,WPNAV_ACCEL,位置控制加速度,Float,100,2.000000,50,500,厘米/秒²,True,FloatTolerance,自动模式下的最大水平加速度,系统,2024-01-01 10:24:00,True
00608,验证遥控器通道2中值RC2_TRIM是否为1500,ParameterVerify,BasicParameters,Easy,3,RC2_TRIM,遥控器通道2中值,Integer,1500,0.000000,1200,1800,微秒,True,ExactMatch,俯仰通道的中性位置PWM值,系统,2024-01-01 10:25:00,True
00617,设置遥控器通道3最大值RC3_MAX为2000,ParameterSetting,BasicParameters,Easy,3,RC3_MAX,遥控器通道3最大值,Integer,2000,0.000000,1500,2200,微秒,True,ExactMatch,油门通道的最大PWM值,系统,2024-01-01 10:34:00,True
00619,将失效安全RTL高度参数RTL_ALT设置为1500厘米,ParameterSetting,SafetySettings,Medium,4,RTL_ALT,RTL模式高度,Float,1500,10.000000,0,8000,厘米,True,FloatTolerance,返航模式的飞行高度,系统,2024-01-01 10:36:00,True
00621,设置位置控制抖动过滤参数WPNAV_ACCEL_Z为100,ParameterSetting,PIDTuning,Hard,6,WPNAV_ACCEL_Z,垂直加速度,Float,100,2.000000,50,500,厘米/秒²,True,FloatTolerance,自动模式下的最大垂直加速度,系统,2024-01-01 10:38:00,True
00628,验证遥控器接收机类型参数RC_PROTOCOLS,ParameterVerify,BasicParameters,Medium,4,RC_PROTOCOLS,遥控协议,Integer,1,0.000000,0,2048,,True,ExactMatch,支持的遥控器协议类型,系统,2024-01-01 10:45:00,True
00643,将返航速度参数RTL_SPEED设置为1000厘米/秒,ParameterSetting,FlightModes,Medium,4,RTL_SPEED,RTL速度,Float,1000,20.000000,50,2000,厘米/秒,True,FloatTolerance,返航模式下的飞行速度,系统,2024-01-01 11:00:00,True
00647,将位置环控制频率参数SCHED_LOOP_RATE设置为400Hz,ParameterSetting,AdvancedFeatures,Hard,6,SCHED_LOOP_RATE,主循环频率,Integer,400,0.000000,50,2000,赫兹,True,ExactMatch,飞控主控制循环的运行频率,系统,2024-01-01 11:04:00,True
00651,将简化增稳参数SIMPLE使能设置为0,ParameterSetting,FlightModes,Easy,3,SIMPLE,简化模式,Integer,0,0.000000,0,63,,True,ExactMatch,简化操控模式的通道设置,系统,2024-01-01 11:08:00,True
00662,检查RC输入映射参数RCMAP_THROTTLE通道,ParameterVerify,BasicParameters,Easy,3,RCMAP_THROTTLE,油门通道映射,Integer,3,0.000000,1,16,,True,ExactMatch,油门控制对应的RC通道,系统,2024-01-01 11:19:00,True
00665,设置遥控器校准中心值RC4_TRIM为1500,ParameterSetting,BasicParameters,Easy,3,RC4_TRIM,遥控器通道4中值,Integer,1500,0.000000,1200,1800,微秒,True,ExactMatch,偏航通道的中性位置PWM值,系统,2024-01-01 11:22:00,True
00668,验证舵机输出参数SERVO1_FUNCTION的功能,ParameterVerify,AdvancedFeatures,Medium,4,SERVO1_FUNCTION,舵机1功能,Integer,0,0.000000,0,109,,True,ExactMatch,舵机通道1的功能分配,系统,2024-01-01 11:25:00,True
00671,将超级简单模式参数SUPER_SIMPLE设置为0,ParameterSetting,FlightModes,Easy,3,SUPER_SIMPLE,超级简单模式,Integer,0,0.000000,0,63,,True,ExactMatch,超级简单操控模式的通道设置,系统,2024-01-01 11:28:00,True
00681,设置自动任务半径参数WP_YAW_BEHAVIOR为0,ParameterSetting,FlightModes,Medium,4,WP_YAW_BEHAVIOR,航点偏航行为,Integer,0,0.000000,0,3,,True,ExactMatch,飞向航点时的偏航控制行为,系统,2024-01-01 11:38:00,True
00682,检查飞行时间统计参数STAT_FLTTIME的累计时间,ParameterVerify,AdvancedFeatures,Easy,3,STAT_FLTTIME,飞行时间统计,Integer,0,0.000000,0,2147483647,秒,True,ExactMatch,累计飞行时间记录,系统,2024-01-01 11:39:00,True
